study_id,room_id,startTs,endTs,capacity
eec70cc4-f5a3-4cab-ba75-a6426e4f97a5,ced9b5a4-eb3a-556b-ab26-4a8b40a8483d,2025-09-28T11:30:00,2025-09-28T13:29:00,12
b736be0a-f92a-436d-be69-c129371921c5,4ad92176-ead7-5a33-b514-50cd0a288168,2025-11-01T13:15:00,2025-11-01T14:17:00,136
3bbcb38b-263a-4770-a863-7368125806e7,dce965f8-c89d-58ae-8389-0815a6579419,2025-09-17T09:15:00,2025-09-17T10:20:00,222
3352d227-13c2-457e-ace4-c4a1d0b02e6d,08669be2-481a-5e10-ac2a-626e5b7f5797,2025-10-30T14:45:00,2025-10-30T16:37:00,70
0ce16a3f-d968-464a-8f0b-d369efdb7022,743dadf0-703e-5841-81f7-8e761855fa1e,2025-09-12T18:00:00,2025-09-12T19:53:00,10
185f4118-dd28-4323-a5d2-4b4b348dc8e7,f7f21dab-a2b9-5392-b5b1-f2311555bf16,2025-10-24T09:30:00,2025-10-24T11:10:00,16
cd49a054-fbe2-449a-a26f-991e38136b13,bc47b3cb-5349-5aec-b9ef-ab620cd6eeae,2025-10-14T16:15:00,2025-10-14T18:04:00,9
afd9d07f-6a30-4e1a-8b76-5a823c86b1a1,3b10def7-f1a7-5cf5-9f4a-97c06b8f4f47,2025-10-19T18:15:00,2025-10-19T19:19:00,17
425e8034-e945-4ed4-8c3f-7ffec601d280,a18c3165-f97f-5aad-8f98-03a596b4f079,2025-11-19T16:00:00,2025-11-19T17:26:00,131
a94a02b2-c1c2-4446-af6c-a9e83fdc776e,0d51bbce-c5c9-5af5-a1ea-38073afb1fa1,2025-10-27T12:15:00,2025-10-27T13:07:00,67
2acfcbcc-3316-4062-a2c8-95772bbff1e1,d2ad163c-6e0f-51d1-8680-828fd4d173ae,2025-09-21T09:45:00,2025-09-21T10:38:00,10
a696e651-987e-4430-aa42-76897d1556df,dd479b2e-fa03-5191-a35b-bfbb666af1f8,2025-11-10T16:15:00,2025-11-10T17:33:00,276
319b1b13-be52-47f2-ab7a-fa2e10236a42,374311a9-9610-5684-9d0e-e6a333f67308,2025-11-04T11:15:00,2025-11-04T12:39:00,12
74922337-5dce-46b6-b0a3-e75e718c5952,a4442f24-1324-560e-af12-b33f35f3b114,2025-10-28T15:45:00,2025-10-28T16:45:00,21
974114df-ef3d-4203-8202-11a8e4dec822,fa76f2d9-ebdc-5188-bd9c-f8b832bfc714,2025-10-24T08:15:00,2025-10-24T10:15:00,13
7e5fdd8f-efe7-4f1c-9056-70528ca20fd9,3e9e855c-b592-5c29-805b-80453e74ce2b,2025-09-18T11:00:00,2025-09-18T11:49:00,11
69506bb1-f79a-4daf-9eb8-88a28c940846,3672d8e7-5231-5663-ac7c-b032cd7a3341,2025-10-11T12:45:00,2025-10-11T13:57:00,14
d44e7659-a175-4a7e-8d5b-0711f3d7167f,66ebcf3a-0ae7-541f-9c8b-29df01da6599,2025-11-10T11:45:00,2025-11-10T13:22:00,12
fc632395-25f6-4105-a95e-dac04bef80c0,c791aa6a-5e60-5940-bbbf-8107f0a348d9,2025-11-05T13:45:00,2025-11-05T15:22:00,35
cd651c3a-46c1-4110-aa5e-cfb0dbd7e67b,6a41b383-fda1-5186-b180-68565c61c8ba,2025-09-17T18:00:00,2025-09-17T18:52:00,9
9b60995c-a330-4d54-8c13-ec82084e5a7d,652c178d-8b1c-5cd6-a964-216cd092fb9f,2025-09-24T11:15:00,2025-09-24T12:24:00,20
7f32ac5e-77cf-45bf-8c69-bb019930493f,20c6c05f-3a55-57cb-abc8-2bc2dad4cad2,2025-10-04T12:45:00,2025-10-04T14:01:00,117
a496d640-17df-418e-97ce-1030df4e096b,51a66be8-3a82-5316-9f76-b0aea5fd6ad4,2025-11-06T16:00:00,2025-11-06T16:51:00,172
d1c8f91f-f306-47f1-9117-5e5f42d9bc8e,2fc49920-6375-5e59-b220-51f48f945765,2025-09-22T11:15:00,2025-09-22T12:52:00,21
f6cd937a-d82f-4b01-8151-10a3a17a6d73,2ef28ebc-d5d0-5685-adbe-e38ff7e84b85,2025-11-01T08:15:00,2025-11-01T09:48:00,6
4a76d0a7-2cbf-44b0-8d54-96dd56bbcbf7,b2b80628-73c2-5b41-89ea-baedad1001f0,2025-11-08T12:45:00,2025-11-08T14:41:00,130
b4a0ef6e-c5cd-4f33-8cb7-9b2e43876ccf,cc0f9493-e481-5a02-871e-ac397b7f8166,2025-10-18T11:00:00,2025-10-18T12:59:00,23
20566d54-d639-4a20-b6ae-5fcb746850e1,ea8e5281-d185-5fbf-9a5c-170d050ac115,2025-09-18T08:45:00,2025-09-18T10:34:00,19
58bffaa1-6410-470a-b0c8-02f5bb596fc3,7f72280c-8460-51e5-972d-4c521f5e19cd,2025-09-18T16:00:00,2025-09-18T17:08:00,8
d2075140-b784-415e-8f41-30187ed9945e,de945561-6130-5b11-9f81-b7279a9908d0,2025-10-11T14:00:00,2025-10-11T15:57:00,9
8608e8f6-6b29-4aa7-a6e3-58f195939847,559b47a0-0c02-5ae0-a3c0-afdea8c8fdd1,2025-09-16T17:00:00,2025-09-16T18:38:00,273
01edcb7f-02ec-4f40-a95d-1b04c54ff144,bfe35848-029f-5f7f-996a-4116433c6358,2025-10-07T18:30:00,2025-10-07T19:45:00,14
98c2ab58-0728-4aba-b7c2-772def897ddb,34beddb2-e4ce-59b2-a5b0-6a5de81c4a4b,2025-10-19T15:30:00,2025-10-19T16:24:00,6
351855a1-c911-4ba7-8fde-b6654f70c1f9,287441ad-b8a0-578c-9582-b1a58dd01a1b,2025-09-23T09:15:00,2025-09-23T11:04:00,73
d44e7659-a175-4a7e-8d5b-0711f3d7167f,d3d689b4-3881-57e0-901a-e2f01c7d2bee,2025-09-19T11:30:00,2025-09-19T12:51:00,11
5a8c8546-513d-4163-9dd9-1aa79d2adcc7,4136c74e-70bb-582e-a572-b44e2c8bc99a,2025-10-19T17:00:00,2025-10-19T18:55:00,82
f0613f70-2025-449f-a782-4cbcafd219e3,eda6a320-aabf-5358-a42b-3fd84b747a93,2025-09-24T10:30:00,2025-09-24T11:29:00,33
242926ce-e0c2-448b-8b6c-6e74b478204a,743dadf0-703e-5841-81f7-8e761855fa1e,2025-09-30T12:30:00,2025-09-30T13:41:00,11
3b09bc00-3ea6-49db-b36a-beba1fdffb45,69997ea6-e32e-5b86-955d-afc20babd795,2025-10-14T16:45:00,2025-10-14T18:02:00,19
3e3e331b-f314-4eff-a134-f266d964eb66,bdcbb972-980b-5f02-aba9-48a188897845,2025-11-04T12:00:00,2025-11-04T12:45:00,11
c1bc3fc3-f458-4cf8-a1b3-1dae04126d2f,494bc775-687e-5a5e-bf82-e266259a206d,2025-10-14T10:45:00,2025-10-14T12:40:00,60
7134aa48-474d-48db-af6b-46ac83eebaa3,c27e4c43-3ff0-581f-a258-6098d4a00f8d,2025-09-25T09:15:00,2025-09-25T11:09:00,7
5a4e6e40-f96f-4c57-a030-7194e95009a6,59378da3-133e-5ed7-b02d-1ff6a672bdde,2025-11-20T10:45:00,2025-11-20T11:46:00,7
442c05c5-8085-40fe-be83-862651ff4ade,19622da0-8db5-52fd-9313-dbe3bdff5a84,2025-09-16T13:15:00,2025-09-16T14:31:00,11
146cd79c-b241-422f-a8a3-41f7c12e5a0d,e9d25e41-ca3d-54f4-8f48-9e5f7ef60a48,2025-11-02T17:15:00,2025-11-02T18:30:00,11
7de8660d-557a-4be4-9386-8779e326838d,ff90eb94-550e-55f1-acb6-06c600c8a7b3,2025-11-02T08:15:00,2025-11-02T09:42:00,111
29cb80c2-c45a-4beb-934a-1b95e1596a58,1f9f0c9a-de66-57a8-ae52-a7d09ff8492f,2025-10-12T12:15:00,2025-10-12T13:13:00,12
319b1b13-be52-47f2-ab7a-fa2e10236a42,9520fda6-b9f9-5b83-86ff-2fb729e6ce12,2025-11-10T11:15:00,2025-11-10T12:58:00,11
4c393b46-cad6-4de6-bc0d-9b4631b20760,18738f7a-ad6e-5548-b265-5002d159af8a,2025-10-09T08:15:00,2025-10-09T09:51:00,16
706a005f-9b86-4bbe-aa82-bd9d4b7457cd,d4a76b45-23cf-5e9a-a703-de1fc813a733,2025-10-16T13:45:00,2025-10-16T15:38:00,16
5d0d206d-5061-44a1-ae8c-f574196e7e9e,3f2808e2-e75b-5351-bf65-171334070449,2025-09-25T12:15:00,2025-09-25T14:14:00,141
d74ada4d-0a45-47ec-a3be-90ed6f8668a3,b9c6f6c1-b160-50ae-98cd-34a4bac7f277,2025-11-05T13:30:00,2025-11-05T15:10:00,15
bdb7b0d3-261c-41b1-9cdc-7e2441107c03,743899d8-6072-507c-b057-8908647634c9,2025-10-30T17:15:00,2025-10-30T18:32:00,7
45328629-9b2e-4cf7-a987-deaba99d5cd2,4ea0890a-63ca-5ca5-9163-47ceeca7b376,2025-09-11T16:15:00,2025-09-11T17:46:00,19
be0a84ca-3a70-44db-8ba5-4f8085aa179f,3d0b0d15-7f91-5c87-9ddf-da98a10bc079,2025-10-23T17:30:00,2025-10-23T18:30:00,29
3a97f3bc-d703-44f0-afbe-e28d8392ef90,56a97e4e-0fc9-5be7-9a9f-a973245e6ff1,2025-11-14T12:45:00,2025-11-14T14:11:00,18
1da37926-5084-44ee-90d1-9a57e9a2f2d9,39bde11d-9621-5c04-8be9-7ee0697d5f04,2025-11-20T10:15:00,2025-11-20T11:53:00,12
9c434076-8a84-47fd-882d-0bed6a7b05cc,27e28439-8a60-5953-a903-85c581e08146,2025-10-19T14:00:00,2025-10-19T15:23:00,42
0f3807a8-63d2-4440-910a-4b9c839a05f5,74e5288d-b2f4-58ce-b35f-f124299f8012,2025-10-22T15:45:00,2025-10-22T17:26:00,27
50ddba11-0c85-4e84-92c6-06569e27ce25,186b0d6e-bcf5-5e45-ac8e-68ee1dfed90b,2025-11-10T19:15:00,2025-11-10T20:10:00,10
1bd935f5-3a5c-4a95-81c6-a37d21df4441,ce740b1b-586d-5839-884f-6d8f597e406f,2025-10-23T09:15:00,2025-10-23T10:39:00,9
3a2d5abb-6b69-47d8-a6fa-a2c279c0d48a,aea85e63-e50f-59aa-9af7-9ecee61085a8,2025-09-29T08:00:00,2025-09-29T09:16:00,21
e4d65266-360d-4c35-931f-7e2e263a9dea,d3e7204a-668d-5643-b400-dc78d498b045,2025-11-08T14:15:00,2025-11-08T15:49:00,69
3336ebd8-fe21-4336-85a0-6f676f114049,59233cb5-f073-5758-80f3-9f1cec4fb894,2025-09-29T18:00:00,2025-09-29T18:58:00,19
b8d26faa-dbc9-4de9-a2bf-bfad64009dd6,630a80fc-8860-5753-aae3-d2cf6a18707c,2025-11-16T15:00:00,2025-11-16T16:56:00,37
b417412a-2b14-419d-877c-d16f6ac3adb2,d97e1dba-8fd8-54de-bee2-a51623a2ad73,2025-11-08T10:45:00,2025-11-08T12:37:00,14
d2075140-b784-415e-8f41-30187ed9945e,9792571c-794e-5edf-bf98-13f842b97520,2025-11-06T17:45:00,2025-11-06T19:40:00,20
93af905b-0b9e-4a39-bb70-d44180952247,67d2b9d0-c452-598c-ac20-46527ce3e0fa,2025-11-10T15:30:00,2025-11-10T16:46:00,41
9d34258b-f6f8-430e-a267-aa746447d5bd,f1e15458-4d43-558c-80a4-3007359e9b42,2025-11-12T18:15:00,2025-11-12T19:35:00,20
1ccef6b3-9385-469f-9507-a6ba235e5ef0,ab3cac8f-ebb2-54c6-83e9-26aeb7e3d9e6,2025-10-17T11:30:00,2025-10-17T12:57:00,87
c868d3bc-aeb4-41c6-ac40-159a0fdf6c4b,c37c771a-b61d-59b1-bf21-16e636c267ad,2025-09-21T10:15:00,2025-09-21T11:29:00,18
4258ef91-449a-4fd1-88b0-6f7c5d356218,43f260eb-ee1e-5ef6-bae5-73ed87f3af12,2025-10-08T09:45:00,2025-10-08T11:22:00,90
7dca9c89-76f7-420f-ba84-c87f0eaf1153,4e1d09f6-8a58-5eae-afab-6b8288f1c7b2,2025-11-03T08:15:00,2025-11-03T09:53:00,18
74b1a533-2a36-4cd9-931f-fd24184d9ffc,03fb9bdb-a809-54b3-890a-064a357ab7ec,2025-09-13T17:45:00,2025-09-13T19:31:00,6
6071790c-584d-462d-bdd9-df83a86b635b,776cc1ad-3740-5b76-9415-ab6bd527f47f,2025-10-19T14:45:00,2025-10-19T16:38:00,20
b9b6b07c-ccb2-44d7-ad64-78b582ab7547,2875b5a7-28bc-5107-ba3a-91fd0e6fd7de,2025-10-15T14:45:00,2025-10-15T15:33:00,12
34f6e5c5-dd9f-4561-a958-21478ffd4fdb,35cff9d5-ccfa-5d36-bb81-bb9323eeef7f,2025-11-01T19:15:00,2025-11-01T20:59:00,7
724432b4-c028-488e-ab43-c5448be9a44f,1c6e21f7-3c95-50f3-bbab-01032a65c47f,2025-09-14T14:00:00,2025-09-14T14:55:00,33
1d5958e6-4538-49ad-9873-2c6bd578a38d,acc53e93-80e2-52df-b5e6-ea1df2210c7f,2025-10-04T08:30:00,2025-10-04T10:03:00,89
41c6548f-eb66-465a-a125-50640dfac20f,994dc1d1-7be1-5acd-b009-726ed0461bb6,2025-10-22T13:45:00,2025-10-22T15:05:00,113
8325ebaa-3a73-45d7-a557-62d772bbc130,a0c9a4c4-94a9-5a78-99a9-3e212e346087,2025-11-10T08:00:00,2025-11-10T09:29:00,13
219fb48c-7862-465b-a273-01663f7758c5,2c86484f-e179-5f4d-bb19-c019afc9d9b8,2025-09-16T08:15:00,2025-09-16T09:25:00,6
7072b9f1-fc03-41d8-830f-179bc5419a49,43f260eb-ee1e-5ef6-bae5-73ed87f3af12,2025-10-11T10:45:00,2025-10-11T11:44:00,61
95aea24c-1f0c-4d8e-8cee-55fe3256c81c,618e8bf7-c851-5c6e-99b9-e560aa854cfd,2025-10-13T13:15:00,2025-10-13T14:14:00,11
c750690a-dff6-4114-b8d7-0958fcaa9873,ab9d824f-54bf-512e-9a44-57dc2c181609,2025-09-24T17:00:00,2025-09-24T18:24:00,153
9c434076-8a84-47fd-882d-0bed6a7b05cc,be7efb2b-87e6-5bb7-847d-3a91d73674c3,2025-10-31T19:15:00,2025-10-31T20:09:00,81
607b8e42-16d6-47f3-b6d4-d5cb5ec871a3,adaa0714-e793-5975-ba7f-969a71e8e096,2025-10-12T09:30:00,2025-10-12T10:30:00,16
448188d7-96f6-46f1-b916-5b631e1d9bd8,8107f902-20e3-551e-9598-728eef6d3f0d,2025-11-04T18:30:00,2025-11-04T19:23:00,22
2fbc2d6f-a65e-4327-aa1a-435839ea0b3b,2f0b7261-3081-5389-abd5-63c4eb018bd6,2025-09-12T14:45:00,2025-09-12T15:43:00,116
5d159876-34ba-4751-beca-5b3ed2ca940b,9ea522a2-c12a-51f4-afda-719881e2cb76,2025-11-08T19:15:00,2025-11-08T20:55:00,8
2b932cac-5d9e-4b25-9447-7e41eee2580a,2251760f-0cca-5680-bf57-c84cdfd063b5,2025-10-15T17:45:00,2025-10-15T19:29:00,19
0a5c516f-c4fe-4c74-98ce-8eadc5840629,51bdcc53-005c-5af0-aeb4-72b397db2f00,2025-10-15T13:15:00,2025-10-15T14:11:00,14
7720c4b8-c061-4c9c-b0de-f67f863f59f0,b11604e6-0c63-5186-8c39-2876b44b067e,2025-10-12T15:45:00,2025-10-12T17:13:00,9
48f19924-f5f5-4e61-a3c9-7055dea10c5d,b64d7f50-9c54-5d56-b44f-4d4cf8a8e810,2025-10-04T15:15:00,2025-10-04T16:45:00,72
dead96d6-d3e0-43ad-82f2-b2834b69b5a0,56a89a0c-3f51-5508-94cb-b92e9f4043f7,2025-10-16T16:00:00,2025-10-16T17:51:00,54
e3eddc66-a7f6-4519-acc7-6146e41660d1,798b5d4f-57cb-5952-9791-11def6e6a008,2025-11-02T15:15:00,2025-11-02T17:00:00,37
be1f0096-7548-421e-9946-dc12f2e748a6,e7cdf47c-912f-5d7b-a174-87064949fe44,2025-09-22T12:15:00,2025-09-22T13:51:00,130
35bfa58f-59d3-4d9a-8109-d4e39b9e8011,ce740b1b-586d-5839-884f-6d8f597e406f,2025-10-28T15:30:00,2025-10-28T17:09:00,11
9182087c-3f43-46bc-8c15-50f3e6824177,7906aa67-0cfa-547d-8330-1b2e6995860e,2025-11-08T12:30:00,2025-11-08T13:47:00,9
02eb09df-ccb7-4927-908b-7e936a02ffed,ddc61ae2-98dd-5ff5-ba60-f74b911d328b,2025-10-05T13:00:00,2025-10-05T14:53:00,11
720b962f-4e65-4902-bd9c-a8e2d08536dd,30970727-a8df-5666-9fb8-ba140c97a4f1,2025-11-11T12:30:00,2025-11-11T13:27:00,12
8fd0d5fc-3011-4325-ade6-180b7ecc8580,1fb68090-b658-5993-82c4-eb6468dd395b,2025-10-27T10:30:00,2025-10-27T11:16:00,17
72a02f28-94a4-4293-95b8-2c6fce8c8189,4d7c28f9-1a53-58cd-8e9c-9a36d7eb8858,2025-10-16T08:00:00,2025-10-16T09:55:00,15
2d8c88df-ad30-4996-9809-5559f462473f,8eef0a43-732b-5032-8729-f7520f2bcaf7,2025-11-12T09:00:00,2025-11-12T10:58:00,10
eb0b5009-cc51-46a5-bb64-85a1f83aa7e6,4581a261-7478-5315-a092-30a3423d8276,2025-11-06T13:15:00,2025-11-06T14:06:00,10
4666fd44-08d2-4602-b1bb-1c1d03e1a0ae,c4f9039a-3f24-58c3-bca0-9526952b3330,2025-09-25T09:45:00,2025-09-25T11:32:00,8
69285b2d-6e64-4418-bff6-c73eaeefa980,7aafa04f-240b-5c32-997a-514193ca617d,2025-09-17T10:15:00,2025-09-17T12:12:00,10
e3eddc66-a7f6-4519-acc7-6146e41660d1,c90ffd83-67ac-505d-90c8-21f34996eacf,2025-09-26T16:45:00,2025-09-26T17:58:00,18
b611e954-8cb7-47da-9fc1-ee06936e3ba0,3aaec5e5-c961-519e-baae-94ba7a3d461e,2025-11-07T15:30:00,2025-11-07T17:30:00,33
4c393b46-cad6-4de6-bc0d-9b4631b20760,eceb91ef-ac7d-5492-96c5-9fd0a4e12a59,2025-09-18T17:00:00,2025-09-18T18:11:00,9
9f67826d-8b06-4d42-ab96-ac073768c3b3,5fc3a3fc-4e88-5105-b1d5-55b8ccd967ba,2025-09-21T10:15:00,2025-09-21T11:22:00,23
805f8c72-8a38-4e63-895f-2d4920359344,aecc3786-9d52-5c48-8bda-c976cc1a01bc,2025-09-11T14:45:00,2025-09-11T16:30:00,8
8bc298af-6599-4c6a-bf87-e9b064cd273b,41c52402-5a4b-51b3-aaff-4033f9137505,2025-10-17T19:30:00,2025-10-17T21:13:00,8
38621237-9279-4ba1-aa2e-7a7cba3ce0b9,c5be78bd-4f9d-55d7-a404-5ff4997fc46d,2025-10-14T18:15:00,2025-10-14T19:54:00,7
5dc062a2-6adc-4c85-bf72-534f77aa2370,ac74f69d-a0e2-51f1-9c57-f23e141e8d02,2025-09-30T12:15:00,2025-09-30T13:09:00,6
a6c33729-2375-4a32-bd19-711e02ceacf0,c5c530d0-f2c9-5dde-9ffb-28afb122bb56,2025-10-17T15:00:00,2025-10-17T16:44:00,28
78e33d0e-2314-4841-886c-61de3724639e,32691e72-5f4e-5a22-9f59-a9d3f185e7b1,2025-11-01T12:45:00,2025-11-01T14:26:00,16
db70b5fc-9786-4cbb-8c77-e58264649dd6,6640faa7-a0eb-5592-b16c-5ca9c7a497b0,2025-11-05T19:30:00,2025-11-05T20:47:00,6
7bd253d8-3f7b-4eed-9c5a-cf5b240d98ef,abbd2c82-e8b5-5ca4-bb1a-630479e90def,2025-09-13T18:30:00,2025-09-13T20:28:00,7
853077bf-aab8-41ea-8ff0-29826fc06d1d,816a9a66-f5e5-51c9-88c5-aa75f938162f,2025-11-10T16:45:00,2025-11-10T18:05:00,52
75c29ae9-35c1-47df-9e59-1c0de875ac6c,757c0dda-155d-5639-acad-4b9251ef04f2,2025-11-12T09:45:00,2025-11-12T11:14:00,19
eb9ac7f5-db36-4838-a9f7-11b090a5d63d,ae98628a-c709-5907-bfe2-4d9d785dc383,2025-09-24T10:30:00,2025-09-24T12:07:00,21
47cd069a-8378-45d2-8f51-fa1bef231939,e9dbeb3a-285d-557f-b5ef-ce58deff766e,2025-11-01T16:00:00,2025-11-01T17:43:00,6
a38f41f6-bffc-4013-995b-8acfdf0c68cb,72daf749-8957-56d8-b128-d270a7fd06ce,2025-10-22T09:45:00,2025-10-22T11:35:00,6
a4bc9c15-8974-4105-84bf-0f7ffa0aa29b,46bbc94c-7013-5b8f-9288-a8d3141301ae,2025-11-09T14:00:00,2025-11-09T15:09:00,138
a3d66838-2f8f-4cdd-911d-a0176d04a0b6,571aa41d-1d32-5fc6-aa32-d5d2373d0ac9,2025-11-13T18:45:00,2025-11-13T19:36:00,12
2efa0bd8-df3a-4e4f-b58e-122075687529,7c57f8f1-9b17-5e25-93be-371c967baed0,2025-09-27T12:45:00,2025-09-27T14:32:00,37
eb2769ee-e502-4a1e-aa9b-51d694ab1c3c,ce58e39d-a8bd-5494-a462-8cb653033f9e,2025-10-11T19:15:00,2025-10-11T20:39:00,23
88056938-c607-45d3-a7e6-611cea80cb6a,598dcb63-1833-5909-8439-4376a2bfb5fd,2025-11-02T09:15:00,2025-11-02T10:14:00,124
baec14cb-8b4d-4e4c-b893-7fb8b6b414b6,4b7e84ab-1de0-5e95-b7ee-684a60c9aace,2025-09-30T15:30:00,2025-09-30T17:20:00,186
91cf1f4a-ae52-4b54-a32c-85c925a080b9,0912b21b-c2e2-50f2-b241-071055cbacd2,2025-11-11T15:15:00,2025-11-11T16:58:00,76
5457e331-027b-4767-b576-2bc04f9c4f54,ec3a25d3-cfab-50dc-8681-f369db394c38,2025-10-05T17:15:00,2025-10-05T18:08:00,14
167b64af-0001-49fe-9ac5-2a32a2b11435,0c0e38a8-eaf7-5218-886c-0d872afb534a,2025-10-24T16:30:00,2025-10-24T17:15:00,150
1329417c-6e20-4904-9a15-b332b8b143e8,d19ead0b-a8a5-53cd-a216-945ca2b26949,2025-11-12T10:45:00,2025-11-12T12:38:00,13
124eae4e-503e-4fde-a782-e00e2346c487,8ee2e0b0-88ce-5f55-a365-0f797ee821dc,2025-11-20T16:45:00,2025-11-20T18:28:00,16
f0e63964-04a1-4fbf-9494-e374899dd274,138186af-dbed-59b8-b4f2-9150d76aae6c,2025-10-11T17:45:00,2025-10-11T18:59:00,9
3a5b9651-bbd1-4612-b429-b43eb55bd348,7f554754-22e0-5561-899e-41e57309903b,2025-11-10T19:45:00,2025-11-10T21:19:00,27
701dcb96-ef29-46ea-a8f6-40665b7cce28,715b50ff-3e03-58bc-b57a-f1283d8bca44,2025-09-30T15:00:00,2025-09-30T16:01:00,14
eba9c6ab-655b-4a5c-9d92-ac0a899614b0,1cb927b0-90c7-5824-8c94-e9fe97697f58,2025-10-23T09:45:00,2025-10-23T10:42:00,14
3ae9c0ed-aab7-4f70-851b-acebac3df93b,465d76d3-6617-5455-85b9-d8e4185f0a1b,2025-09-12T19:15:00,2025-09-12T20:52:00,19
1360cf89-a91d-408a-9fe0-32adc7989cf4,d80fe320-d701-5b76-812d-09a168ef4972,2025-09-20T15:30:00,2025-09-20T16:58:00,25
3d796c4c-8332-42bb-bb03-74c927455887,579a9e37-f89f-50e2-9b10-c68bb111b1f2,2025-09-21T13:45:00,2025-09-21T15:10:00,26
7a2693c6-e9f9-460e-a553-c75c10fdd8b7,7cdcc5ff-375e-5530-bb65-7f4af3bf34fe,2025-11-19T08:00:00,2025-11-19T09:15:00,16
dc964141-04b0-498d-bb64-2912dd82c593,04ef0748-2f86-52cb-9cdb-78757d5c8c7d,2025-10-10T19:00:00,2025-10-10T20:40:00,31
0e80a353-36ce-41ed-beb7-f573c4f46ae3,5b90d56e-dcc3-5393-acee-72b176d5ee20,2025-09-23T15:15:00,2025-09-23T16:38:00,6
ea3581c0-643e-4076-a9d9-ca71f87a6a5d,f0b701ed-a578-5d2c-9ab0-50567730ddc2,2025-09-18T12:30:00,2025-09-18T14:02:00,9
c49f7fae-2aa2-4dd5-934b-6a43cf60a707,a8336dc3-407a-529b-ba11-a94c39e5f6a6,2025-11-17T14:15:00,2025-11-17T15:21:00,8
02e76150-7766-4b28-a05d-33f9ae06d67a,2e94be1d-3f80-57e3-ac88-f35d848a4392,2025-10-29T17:15:00,2025-10-29T19:03:00,15
eec70cc4-f5a3-4cab-ba75-a6426e4f97a5,36e617ec-5768-5f03-be3f-9c6ba4512b3f,2025-11-09T18:30:00,2025-11-09T20:13:00,71
8e3a823d-8bf2-4455-87e4-9c59559c4092,c27e4c43-3ff0-581f-a258-6098d4a00f8d,2025-11-09T12:15:00,2025-11-09T13:09:00,20
056ff68c-c806-418b-ba49-db13ed109b44,a6b6edff-8af6-59a6-a3ca-ff55a130e2dc,2025-10-19T18:45:00,2025-10-19T20:02:00,20
c6cd269c-306d-4247-ae9b-7a0dcf92b081,57c16637-cc65-541b-86f1-c2ce88e6bbca,2025-10-06T14:45:00,2025-10-06T15:43:00,13
b5c295ef-6e10-4c27-a2cb-690f9848da99,c5a1f384-0481-5068-93c6-82c84d256766,2025-10-26T17:30:00,2025-10-26T18:52:00,6
577d88ba-03c3-467e-b511-4cd02e934c40,3aa6af28-5569-5bbb-95b2-200b4ed1f47b,2025-10-31T12:00:00,2025-10-31T13:57:00,181
