participant_id,session_id,amount,method,status
e2da5dfd-fadd-45ce-b98a-6b9d79f00133,95b95213-ae3f-57df-aabd-6977d447c937,15,credit_card,pending
136541a4-624a-46fa-9fb1-d3d913f3660b,0a12ca52-522e-59d5-931b-ddd08624f4c5,25,paypal,paid
fa2c4b96-3c6d-4521-bd85-10f8551eb276,981c40c0-8186-5fc0-8940-e86ebbc08698,25,paypal,pending
4c266083-e99e-45dd-bfcc-f4c20a2d776c,88ee4dfa-b99d-5e63-bf5b-49443613febe,25,gift_card,refunded
e3e2ec56-2e4d-40ea-afd4-51d3122d4a1e,a14cd509-1a0b-5437-8b25-73c650961444,25,credit_card,pending
1f144fcb-b9e6-43d7-9385-7603a03478a0,3721b161-3a99-51da-875f-7f30ee4b84db,20,gift_card,pending
a4d72746-3e90-4b7c-95bd-79a8b741c064,e9fc02ca-6504-57f3-8958-83fc8e599c81,15,gift_card,refunded
4383d02b-4e49-4515-a290-fb31ebf3932e,07e75478-a792-562e-b63c-67160b02c4f1,20,paypal,pending
06e73c43-8422-4079-a1cb-cfb9745a23cb,2c69c63d-1f4c-56fd-aed8-53fad701883c,30,cash,pending
ff486b61-932b-4f3f-abdf-8ebdbf68f147,e9fc02ca-6504-57f3-8958-83fc8e599c81,20,gift_card,pending
cd9c5179-58b4-4d65-9c17-99b3cc778bed,c2d2eaee-ca10-5131-8ab3-f8260a5e16f0,30,gift_card,failed
78f2a351-336e-4546-89ac-6e280990a02e,73196a52-e4e6-54d7-a7de-c5a811e9e7bc,30,venmo,pending
062a3f3e-c147-44e9-8b59-8482ec77e360,692ced5f-131f-5319-b606-35b757f0bf7d,50,gift_card,pending
ce31c72d-172d-44e6-86e7-be52b95b3c4d,76074083-c171-54d9-a83b-27dac112f4b4,0,none,void
81c3a4d1-f009-487a-b270-fbdb2dae7074,829f7428-f92c-5119-9723-73c6fa2c5aec,40,venmo,pending
caa4f3be-fbb9-47f9-8420-8505df949f0f,caba4871-a3b4-5e06-8623-21c87b723852,20,gift_card,pending
8b825444-66f5-42f1-b782-6e952ef6efff,907a8a8a-9cf1-50a4-a16d-3ac54d1b5b93,0,none,waived
281d4a00-0113-46bf-bd79-fe3d76bad8ee,b9dd0924-ff3a-5fd4-b935-497d39dfa6e5,10,gift_card,pending
729fdc59-3deb-4f8e-afdf-ae37550a495b,90211794-8b8c-5838-bec6-0baf8f493d84,20,paypal,paid
d6086c76-62ac-4553-93a7-68899f7fb917,b9b62397-0eba-5cbd-a71e-93b7b43e89e9,20,paypal,pending
9f026c7f-a798-471a-9c24-0ab0c409baf2,751b91f1-95c0-57aa-bddd-5f2aaefb2cce,25,gift_card,refunded
f8f33689-4443-4891-84ac-cde12a904a08,40fe3b02-cb44-594d-a398-7b2f8910f3fa,20,cash,refunded
deb5857d-11fe-4013-bf1b-73639707c23c,34ac236c-a389-5ab5-8a19-d697e0830367,0,none,void
3f7044fc-d189-4b5b-b167-5295306e9a04,1c141183-7e81-54b6-99aa-ab698d1f8167,20,gift_card,pending
c1ae68c9-eb4f-4a5b-9486-96bf8411d255,d8a08b26-29b2-57e8-990a-41a529c0f6b5,25,gift_card,pending
2b0d4b3f-21b1-4a6f-910c-33dd66030f24,782be557-067c-589d-8e63-c7135c076e2a,15,gift_card,pending
b39dceea-3ba0-4f1b-ae3d-05ad84f82ad5,20fa2606-8988-5153-9de6-5e45117f4b72,25,cash,pending
ba1cf7c7-eaab-42d6-922e-84f3be6fa1b6,970dafce-c8ae-5a4d-8d68-c0a56a84840a,15,gift_card,pending
1a4c3641-72b4-4910-a448-1d562d3b0943,90580d81-35e6-5a5d-9f70-bb6fe6b0c8a9,0,none,void
859b7fa0-ef14-43c4-af77-dde17335b58d,613ebaf7-fd82-544b-9fcf-cdd053706ec8,15,paypal,pending
df8a20d1-fdb8-4757-8647-23e81f966804,6691f60e-91c2-54cb-afd6-b78d305247b7,50,paypal,pending
e210f3cb-3e84-410a-b427-28632e8ef337,aed127b7-3704-5aef-b8c5-3f9fbe1f2ece,20,venmo,pending
35881dd9-498e-4bab-87a1-fe143728f715,07e75478-a792-562e-b63c-67160b02c4f1,15,gift_card,refunded
1b7a9712-5234-48ba-bfc7-05795d9e3828,5373c81c-fabf-5934-9eaa-f0d5487b1590,15,gift_card,pending
c5b0ffda-725c-4de4-bef7-29359e93ff34,0d004c92-650b-5c3f-bf26-af7966fdaaef,15,cash,pending
02e6bedb-7909-469b-93ed-045e00055358,272f676b-3196-5796-b5f7-98936d57dc0a,15,venmo,paid
d6564c16-04f0-4b44-9222-3d256bda1a66,f923b517-5451-5d37-aadb-7dde51b3b25d,20,gift_card,refunded
983284dc-7dcc-4c48-9e60-21c659e61d0e,8ca85bcd-723e-57c9-a3ea-cfd1a1a01892,15,venmo,pending
e4f0e41b-1efe-4698-b326-8c594d86d85d,c5994780-0191-5e20-a3eb-38b019dfcec1,20,gift_card,pending
d87d8be3-82b5-485e-aadb-8ed6d8d0e508,ff09880f-618b-5d67-ab3e-6c7adf7d53f5,40,credit_card,pending
a68c8971-e168-44e0-aa1b-d2c355d489e6,3ccccb0c-c9b6-522e-9a20-8f33749f8b88,30,cash,pending
dfd40553-763d-4386-9509-cc7c26e05984,f6fbd316-8663-5c44-a07c-ecc3d66c4aee,10,gift_card,pending
1f72148e-cd04-4597-b17a-3e8764433709,71f074ec-fcf9-5c76-a31d-f3b03e27fade,15,gift_card,pending
15872583-8358-4f87-aaed-9a5a8c8a1670,fdacb00f-8c1c-5fbc-a8d7-34b4a9fc2360,20,cash,paid
b811bf94-7c5a-42a0-8180-79fa9bea0dc6,a5ec13a1-0ccc-51b1-be5f-e99437d270c2,15,gift_card,refunded
16316349-0388-4de1-bb7e-db4f31d41df5,092eaab7-06c2-5c5f-bfe6-c479a81e6dfd,10,credit_card,paid
a6384287-4610-46b1-bbed-29fa9ec2ebe9,cc52bd27-a726-50d8-bc05-799cded1cb1b,0,none,void
1847ac2d-5df4-44f3-ad5d-2a0d9e34b423,5f468384-1ad5-5dee-88de-5151d95370a4,30,paypal,pending
8a17c451-7336-40c3-bf1c-8f22bef73d9a,346e08b4-2152-5d25-a450-31428361dc89,15,paypal,pending
1609684e-c703-463d-9411-8087b5fc68ff,c2d9c6d4-d984-55c6-a2dc-270a5a5c64e5,30,cash,pending
92489946-d4ba-43c1-8ffe-c292334ab5d4,1343a431-c6b0-51e8-a671-72e423ca98e7,30,gift_card,pending
091ce645-8176-40b5-acfb-2f0c74a766cc,80187b60-1e87-5e96-957b-948bb158f50a,20,paypal,pending
f627fa70-56ad-4434-9207-2f0f664264fa,766a5042-d7cd-58c4-a15e-986c4dfdbdbc,20,credit_card,pending
992bbb56-6385-482f-bb02-fd25100d814f,8eb9ce41-74d8-5c9d-a74c-a454c223319a,15,venmo,refunded
f4ea6196-6b71-4689-ad3f-d66d7df10f68,5209b31a-8455-58a3-8456-c5328558eb79,50,gift_card,pending
b79b0ead-6e0b-4414-a7ab-c3e44914dee2,bd766363-3906-555e-a033-5be557e604b0,25,gift_card,pending
311f5420-aa46-4694-bb46-2243f7d336ea,dc23946d-06df-539f-b821-cfafdaebbc9d,30,gift_card,pending
091ce645-8176-40b5-acfb-2f0c74a766cc,ba6de576-140f-5640-abfe-069c7aa611e5,10,venmo,pending
4c6545b8-7aa8-47e2-bef0-a3ed6771870e,77569994-b9d1-5ca6-a20f-55801bbf06c8,40,credit_card,pending
bae8e6fa-c8b4-4963-b998-a68ccf5e6dbf,f9640fda-5782-51f9-8e85-9f13950c6a3d,10,credit_card,pending
7016cebc-240b-4eb1-9f8a-7d4de3b0fa3e,e79a8665-1cb7-5ea1-a751-e06492b918ce,0,none,void
cee4d458-f610-4748-a56d-4ca8a407c5de,8a7f0c10-326b-5a0c-ab1f-fd124de65fce,15,venmo,pending
7f4fd9e1-d6af-4cdd-8c7c-4d528b32b575,675ad5e3-5869-5a39-ae82-ffe51d788793,20,gift_card,pending
c8061d90-9d3f-406c-a7aa-2e8d4de681ac,16fd1671-8a06-511b-8f14-701b2c1b8de1,15,credit_card,pending
d64bcb71-c527-47a2-93a2-981ae69beafc,ca0a5143-3a20-5e8e-8db8-dfcc5790d263,30,cash,pending
1d9619e4-691c-4074-8914-9d98c8bf6387,ad2bae06-b937-585b-8d21-a3e0700ddd8e,30,gift_card,pending
158aa7ec-9d67-4d32-bcf6-0d50536e1b37,c52ba1f3-4204-5ffa-bb2a-145bb64a6889,0,none,void
db955519-1cda-4443-a5d6-966bd5f31cd1,cbdba8ea-d96d-55ba-aba7-82443c6da164,0,none,void
0814b520-8a03-4938-8ef4-0918a1129dbd,eb6df7fe-c975-52b2-86f9-3354737aa202,20,gift_card,pending
e6162ce1-7111-4848-b321-d431a4f3a164,b3683577-8891-54f8-a101-5f695317bdd5,25,venmo,pending
60dc614a-dea8-467e-a969-21a9d3ac39d0,a8093f5c-e666-515f-9429-0567f6cc5570,15,credit_card,pending
96e11720-b07a-4d45-84c2-2ec175782d1c,98b89ca2-e3ea-5165-9877-872ef086a3fa,30,credit_card,pending
be4a692c-6776-4773-a1e1-d85901695dfc,941c08ea-0577-5ad9-a018-1e8161469161,0,none,void
0cc4f212-cd55-4f09-bca7-ebb8a9ef498e,7b006fa7-978c-56c1-a282-4c7defb3f675,15,gift_card,pending
13811342-f6f7-490d-a9bc-72c124ca0005,f162bece-fcd8-5f58-bb10-98beb9113035,0,none,waived
86ad0829-4869-495a-801e-9f18b5a5bab7,301a0642-6fa4-56e8-a550-c78a4b8c0b2e,10,gift_card,pending
0b7744be-3c61-47bc-a8c3-314ffe201d7b,9cac64ed-01b6-5a8b-b0f6-4eaef2d05ce3,25,gift_card,pending
ba1cf7c7-eaab-42d6-922e-84f3be6fa1b6,5f048d75-b7dc-5a03-9ab5-e57b22d2d2f7,25,gift_card,paid
412c5259-0a4f-48fc-9012-cdffed9d2495,70087a45-e414-56d2-bb53-f2d9c6f04b26,15,paypal,pending
931a6031-ec36-4817-85c6-d823e4d8076a,a612461f-960d-559f-bcce-91c6ef44f6f3,0,none,void
954e87b9-9ce6-42c6-b2e1-ba10c1ee42ec,54df89ad-5357-5b63-a9dc-3fb02730330c,20,venmo,pending
35881dd9-498e-4bab-87a1-fe143728f715,90755dcf-4d56-5119-bb87-5f0895b9e8fc,30,credit_card,pending
ff486b61-932b-4f3f-abdf-8ebdbf68f147,3b5587d5-6d21-5bbf-8e88-e3a2265d0c33,40,paypal,pending
33de100b-479e-44dc-8845-c6047d577969,8d2df4fa-eb44-5dfa-9616-3afb72cf5453,30,gift_card,pending
05c36537-2dee-4b49-bfb1-cd5126ac858c,76d39231-84ab-5526-8d6a-f6881ae1ec08,0,none,void
e3799c14-1ec4-474c-b08e-2bf3639906e7,d6d23560-1868-552f-a474-14c2f3ee3039,25,cash,paid
640f9449-8819-461e-82b9-c707b7204c4d,a55bccce-d71d-5f41-bdde-0013c196668f,0,none,void
ba72215b-70e6-457e-a002-1ecf602ae71d,f3a59fa8-84d9-50b8-976a-7b55021dcd79,25,cash,paid
cebd64ee-e8f8-4247-8083-d71d10a89df2,1b70007c-a20a-566a-97d2-8a0ade14087a,10,gift_card,pending
ebddb756-5a0f-421f-9cc3-9d67fca8a3e7,8d170c5a-b4f7-5b3f-a4ee-8ea2a3d22524,30,gift_card,pending
b7000ae4-b704-4924-addc-ac7a92973ec3,6a564265-c3bd-501b-87df-012efe345774,25,credit_card,pending
1a849478-231f-446a-9cad-e59e6b7acb7c,897d8e7f-bf39-588d-95ee-a3a618cebb54,20,cash,pending
05c36537-2dee-4b49-bfb1-cd5126ac858c,9cd2496a-936e-5933-bec7-9305fce6af57,20,venmo,pending
50c57d96-da14-44fc-a347-0125ca703f5d,782be557-067c-589d-8e63-c7135c076e2a,10,paypal,refunded
513477ac-b18e-45ef-bce6-726685f9c8b5,cb0d8911-fa8d-5a07-8bf7-41d3d3a54b7b,10,gift_card,refunded
b487eae5-83a7-43b8-ba78-39edec47e467,d9188601-2ac9-5266-ab4f-8a53bb017c7d,40,gift_card,paid
b305ff78-a1b9-4666-ba73-0be0eb142a63,277480c9-1242-58fa-a47f-4e6ffdb02708,30,cash,pending
bbbe0984-baae-49be-8d95-89e0fa563a69,3905ff89-ee0d-5d20-a26f-0869ee792840,10,gift_card,pending
e5c70ae4-6989-439b-ad90-c7e385904723,117ae588-5771-50aa-8865-6442d0a4f915,25,paypal,pending
212b01f4-7a37-4d9b-a962-5f03889a56e9,dd7a8ee0-7d9f-5870-9faf-501115f94242,0,none,waived
2a27647c-e69e-4cd2-ba49-657efbd1e5e4,d244bdd0-a1f5-5c8b-ad72-5a0d6883c471,20,cash,paid
be78e740-3bab-4c6d-b90e-8b9fc2dabeab,a2eec7a5-0fd0-5514-9039-aaeeff84c295,20,paypal,refunded
0512ad80-d08d-45cb-a2d7-7684174bbb45,cecad663-e2c4-5668-a15e-e8872af68dee,0,none,void
4e292055-363d-41ad-bdc0-90f1580326be,3afa311a-491e-5b38-9e9a-e624b55c36d1,15,gift_card,pending
3b6b525b-093b-4aca-9d52-3c7d5b948b99,5971f11f-0cfd-59e8-bc90-74bc91770a9d,10,gift_card,pending
720bbd72-a436-4d85-bedd-415116b67fa8,5b5a3dc8-4a48-5f31-b54a-cebaa0de3a65,40,gift_card,pending
d34c8a93-580a-4406-a0fb-f91f473686d7,0a554a84-5da7-5479-85b8-65a972b922f6,10,gift_card,pending
00fb9abf-82bb-48d6-8da6-74f1298176e1,11e68193-5faa-5860-8c3a-51dcd192399e,15,cash,pending
8c3aa222-24c7-45d2-aabb-c4c1158f5ac6,0588abad-e46f-5217-aaf0-3155631f3da9,15,credit_card,pending
f06c8b2a-859a-41e5-8d97-dce3598c2375,fa908c53-29e7-5dff-822c-6fd1cc573501,25,credit_card,pending
6cc626d8-4694-4437-bb1c-94fd60a0e3ac,7f6fd0ed-1881-5a3c-8d2d-674035384f71,0,none,waived
a4df7a8c-66ac-4481-a4de-2e2e18e17e98,a07fe1d9-d742-56b0-be72-393fc9d2a34c,0,none,void
7f5118d9-aa5f-46cb-999a-ad99690a376a,71e19c60-5ff1-5684-90a0-d4ab9714cae2,15,credit_card,pending
431c0615-469b-46ed-a1b1-fd7bb72e5769,053713df-2d9e-541b-8709-a65a0708ccd6,25,gift_card,pending
6b687745-8611-4ba8-89fe-daa0f7c94b21,d37a6a11-2213-5bcd-86ed-7e16327b4b9a,15,credit_card,pending
08e35a28-cccf-4902-bf71-fe6ef9aaa76f,48c5bb75-b709-5342-aa35-105eef8abd15,25,gift_card,paid
c879e768-f09d-4256-826f-dea71c610b86,692ced5f-131f-5319-b606-35b757f0bf7d,0,none,void
74d94c24-bed4-41c9-9e6e-b6bf9536d589,bce9f881-5304-5abc-84ee-aefea01d835b,20,gift_card,pending
bcd850c4-905e-4671-adc3-acd1854fc623,63eed08e-1f34-5ede-aa41-99eb39c8c376,10,gift_card,pending
76c229f5-58c3-4098-96ba-375e76ab03a3,94e16574-e3e9-597f-bf72-c094290f37d4,40,cash,pending
c461a058-a43b-4d8a-9fa1-d6cfe4f86db3,4bd61dd9-4bb1-5561-bf6c-97489888810d,20,credit_card,pending
9fcffe42-9055-41c4-a2d6-4548dd621008,0fec3949-89ff-59a5-ad90-b4077e950714,30,cash,refunded
4ab96413-4b9b-4123-9076-2cab43b847a7,3808dc5b-29c6-5de0-a810-cc333f34097f,30,cash,pending
a69e3f77-3201-4a9e-adf0-7aa54825d1c9,0fac7442-d928-5f72-8173-4120d6bec28f,30,gift_card,paid
ebf17d65-b8af-473d-b5ce-e20a582b3e5e,cc398c94-b19b-5d1b-943c-0459b64130fc,20,cash,pending
a8c27a71-d258-458a-9b9b-a6a5ab6b86bb,62eaf464-13f0-5ee6-a656-747f3db6cf78,30,gift_card,pending
8ed641e7-8a22-4022-8d3f-cfceb22fabe3,1835567c-ed54-5c1a-a23c-53e82452bc6c,15,gift_card,pending
4ab96413-4b9b-4123-9076-2cab43b847a7,0fca3e50-b927-5537-9b65-270c7b56c11f,0,none,void
7f600b0c-373c-4364-bedf-ede24ab32f2a,96dcd324-e962-598b-90af-f4611ee1d293,20,gift_card,pending
98f611b1-6305-48af-b5c3-5f1889847a01,6e3709fb-eae5-57c2-bd74-69da2220ee2b,20,credit_card,pending
30c6629d-b558-488c-b0a5-17413234b6ee,ded692cc-4817-5186-93d1-800365b82bfd,20,credit_card,pending
9cfd8ca6-d0ab-43ef-9466-22a90ba2adb2,c477b0e5-3061-586e-9583-a5cd47125da6,20,gift_card,paid
3593b058-ccdd-4ec5-aad6-a3ac7a5af691,77e80fcd-8ef6-59e4-b283-6b7d80ab05d5,20,cash,pending
03d0709c-9255-4631-bef7-4c8603384e3f,e816b4ad-54ff-587c-94f5-9a38049eeda7,0,none,waived
d87d8be3-82b5-485e-aadb-8ed6d8d0e508,6232f7c3-b3c5-51e5-9a52-9f6a6bc7f33b,25,gift_card,pending
1f1f17a5-1db3-42b2-9a83-95d72ada207f,c8eb5841-0c65-5cbd-9b39-2c7d3d6a006a,25,gift_card,pending
56630ab3-6214-4660-87a2-76559d2b4d4d,5872fd0f-8318-5f9e-bfbe-0df5bc0f82a1,0,none,waived
6f6e1e5f-d697-4810-89b7-85a6c0912286,5f048d75-b7dc-5a03-9ab5-e57b22d2d2f7,0,none,waived
d86182f6-bef0-4193-93d3-170201cb4658,9c69eba2-fa95-505e-ac41-4a5f12e7048d,15,cash,pending
9f6fc0c8-3ed0-42cd-97d8-d9e7d3da1b9b,d3283ec8-2e0c-548f-815f-f9a3351fa788,50,paypal,refunded
979d2dd4-c10f-446e-b6cd-238762cd8c44,b956b5b0-89a7-5a01-9aff-02b9fc46b23e,15,gift_card,refunded
8a0ef4db-71d4-446f-849c-a6bcb9ada610,742079df-9a98-59a7-a1ba-fe67f18f3ce1,50,cash,pending
a48b20fa-38e9-4b13-b502-ef2404f922a1,9c981c6c-0fe4-5b88-9745-b87875a0439d,25,credit_card,refunded
ad5d993a-2b31-4c3b-bcc3-6fce0ea2af2d,6e990e9a-aaca-5982-b020-022a22595111,0,none,void
f60c6d61-1ebb-4c8f-9f3c-d94f783fb4c3,9f8da32f-69c2-5a83-a56d-6cbb1f8152c7,20,gift_card,pending
620205ff-f757-4198-bf0c-45ee8756bb33,802b90ac-4dc6-599f-adc0-c6881538fb0f,30,gift_card,pending
90848f02-d560-447b-a1f4-4f59f7239abf,1d2cb4e4-4f27-51c6-800d-a32e91526b0c,10,cash,pending
0f298015-9240-4075-843d-c00590ad2149,0c4adcba-653e-5751-818b-7742abb64274,30,venmo,pending
4904a289-7952-4aa9-a6cc-de7ffb5f15ec,d87f09a6-7176-56da-bd0e-28fe6b03791e,0,none,waived
febfa0d5-31e2-478d-bfbe-d0dc20f91c45,92a5c1eb-4f3e-5bd0-842a-180a34db7cf4,20,cash,pending
8e5b878d-811d-4196-a14f-3baee70ebe15,00d97d2e-22e8-5a9e-a493-59347a5ac45e,20,cash,pending
e4d2ce8f-b984-4586-88ba-c144c4d4d680,8bf3ff8f-3e7f-5fee-a005-bbabe783aa03,20,gift_card,refunded
22c31c7d-6c9a-4eb8-a1b6-d1837785caa6,7f0cd470-221a-5830-bebf-d3fcfb4548f3,25,credit_card,pending
6fbbf71b-891a-498a-924a-2a1b717d61a3,9f06704c-f4ee-57b5-a2a3-38ecbd50c8c8,15,gift_card,pending
393e900a-7278-4ecc-b3f7-41fc7d76e1d7,32ce16be-da8d-5336-98a4-3d7194d3a536,10,gift_card,pending
05c36537-2dee-4b49-bfb1-cd5126ac858c,fdfee165-172c-5fcb-88b8-773cbe26f7be,20,gift_card,pending
7b88b88d-3786-4ced-b330-fd4efafbd482,25cea3de-b95d-536b-9f6b-a9f1e32b0ede,25,cash,pending
8bd3ede9-a25e-4b79-92f7-a522c275a5b7,d429e9fa-1312-5497-9930-0d2c64c105e3,15,credit_card,pending
2a783ccf-0bb3-49e4-971e-37c59c1c3a12,5c302035-3ff4-5a60-9526-4c23fada46c6,40,gift_card,pending
4751f90b-49cf-4271-8583-234d2c54891c,cc96602b-a723-5eb9-8de5-61fa60a5638a,15,gift_card,pending
242f48a4-cf22-43e0-85c5-82375d0d08dd,dd198eec-80c7-583e-8719-16bafee984c3,15,gift_card,pending
83856a5c-220b-4abd-8448-7bbbf8086b21,2ce45efe-e5eb-5911-b9a4-e9b36ee4cb60,20,cash,failed
2f3eb3fd-b26a-4b98-ac70-a5cef5c286d7,5bcc5aa0-28b3-56df-962d-35fc3e732bc0,0,none,void
2df55f70-05a6-41ac-8a06-0a52ba316fe1,3f3eb73d-a6b1-5edc-b4a5-d2f9bbe37c1f,20,gift_card,pending
89a8689e-a992-4a83-9ca1-bdd808e7e65d,1835567c-ed54-5c1a-a23c-53e82452bc6c,25,gift_card,pending
bb22b824-c638-40bb-b76f-e0715ed9b5c7,23d90d4f-9dc9-562d-b387-35c05764ed31,0,none,waived
d6dfd56e-232c-4cc5-9e32-b85dbec3f4bb,b202f897-291b-5408-ad69-3125eb062bff,10,credit_card,pending
70d5ae3a-b039-4bea-bc44-303cee74226f,84ce2180-5d01-53b5-8e29-eed59c8b4c3a,25,gift_card,pending
ed11a6c5-2064-4266-9a46-878de5c70af8,d95c9c29-8a90-5676-b59a-4776ab65301d,30,gift_card,pending
d6a0d4a1-b78b-422c-958e-ec02a1254623,298f15bd-4554-5497-9f51-12dcfc8006af,30,venmo,pending
e0656acc-52e3-479b-92af-c6d1e45080a2,31a3f941-e7ed-55a4-9759-c20b587e9955,20,credit_card,pending
1aed0170-b398-4229-940c-fb682b25ea30,67a4df48-a683-5ae1-8dc6-6f75944587a7,25,gift_card,pending
ba1cf7c7-eaab-42d6-922e-84f3be6fa1b6,65de0567-d8c6-5da7-a36d-06e3ad4e6583,20,cash,pending
a0710bc2-3d55-4ea7-9597-fcaedd5bfe1e,478ca0f2-c9ad-52ea-969a-c8fb8cc65dd4,15,credit_card,refunded
09729d78-a8fc-47dd-882b-ba2a3400e01e,e61cdee9-38dc-5d14-b430-e4c931635627,10,paypal,pending
