consent_version_id,study_id,version,effectiveFrom,effectiveTo,hash
ec80939e-8834-4919-95e1-cc7cd4c0cb03,ff24e4c5-abb8-40bc-b8d7-38fd6b36c459,1,2021-10-16T00:00:00,2022-02-09T23:59:59,670207fb3a71f295c1c89227771d53d5d7f85437317ec73695c565274f95141b
4411de99-cd94-4465-a202-4c1d906907c5,ff24e4c5-abb8-40bc-b8d7-38fd6b36c459,2,2022-02-17T00:00:00,,84d8a409e4e8e52960f6ffde3e35b60ce525e4f51e6d93e55c0f54b516550c4e
90835eb9-220e-4e6d-bb80-a864c3be5510,2dcd0714-0f2a-48e5-93c2-a91b46c03d84,1,2023-12-01T00:00:00,,6933c49b5692a8c1210c2993611ac3b03616bb876c66aa3b38587916784c0d0e
adfdb105-a637-461c-88b5-e87823a8153e,64d08646-7c7b-498a-a3a3-1f957feed2c6,1,2022-02-14T00:00:00,,7c9f90bd103fe67271262f9091fb15eba996d6a6353c9bf1ca749d592adc01e0
81c4913f-fac9-4137-a01f-4f07f0c413af,1e717829-952a-483c-af65-3115c5545d3d,1,2023-01-24T00:00:00,2023-03-04T23:59:59,4dbd1d77accd253fcdcd9f32d970923402ba7f3d7e768d748710f4ec88bf5595
40d07e0d-26b8-4919-9ac9-4c1575e039cc,1e717829-952a-483c-af65-3115c5545d3d,2,2023-03-15T00:00:00,,37ce18465cd94cece386bf780ddbe098f1460432bd097b2eb96f35b70c92d57c
bfd2fe6d-98d2-4e43-ad7b-a4ef0aa171c6,ba0c7c6f-44f9-43e3-93cb-7c5149dfbe2e,1,2022-01-12T00:00:00,2022-09-07T23:59:59,3ab7ca419512bb625824c7d6a8de4aacf4ba5e664aa0cbd7266479617e4b3b19
9159f6c0-b00b-4c77-a33b-9e933824a3a9,ba0c7c6f-44f9-43e3-93cb-7c5149dfbe2e,2,2022-09-13T00:00:00,2023-01-07T23:59:59,4a995a3ee01ad75d7c448421f7b7087463c7c90004f622c5ca7859077229d4a6
33e13532-722a-4fe3-88dc-08f7b59c353b,ba0c7c6f-44f9-43e3-93cb-7c5149dfbe2e,3,2023-01-13T00:00:00,,064ea3c95b39c58c3dda4e8778b16111ff2dc87cabacbec458a931bfbd5127ee
7bd01b17-9085-4968-a901-82ee39b17a3c,f2695698-20eb-4f7b-80e9-ab93d83dbcd8,1,2022-01-04T00:00:00,2022-05-29T23:59:59,4cf7856cf2aafdc99cee66aa51c47855effb73fe71680c9e9bec8ee1e501e7b1
63223de3-1bf0-4500-a220-ca0627ee828a,f2695698-20eb-4f7b-80e9-ab93d83dbcd8,2,2022-05-31T00:00:00,2022-07-22T23:59:59,45db6c8eddd398dbfdc17120db0cbf2d6cf1f9758967dbe6bebb7b1496b07cc7
528ed22d-bd91-451c-a0ab-c8a946e53691,f2695698-20eb-4f7b-80e9-ab93d83dbcd8,3,2022-07-27T00:00:00,,2877c18d513525966a057eed0626afea87be782081c58e57f1056479aa48a4d4
1a3387d4-1c39-4573-8fa1-b355774e8290,85f74917-3cd9-4223-8f1d-79c81891b357,1,2024-01-28T00:00:00,,37a8bbf2d59c1e236114f37ec684baa9eab87718e19df6c737fba86c8a68af12
48ef3601-ec5f-4bd6-8746-572219fed590,95bb519a-7ee3-4f37-a7d5-9e096110e925,1,2022-08-17T00:00:00,2023-03-08T23:59:59,66e65bef532fb4104c9a479e83a1fcdd1ee66cc3cb4f16f43eb2cd06d0c628df
a9a2e402-fc09-4040-bb16-b6cadcd32d67,95bb519a-7ee3-4f37-a7d5-9e096110e925,2,2023-03-16T00:00:00,2023-06-25T23:59:59,b2be1dab4e33fc14474e91c62ff2258c43196d0ad3f177ee7d2c3881beba4a43
7448b8db-f3d5-43de-8b49-cb72a225d885,95bb519a-7ee3-4f37-a7d5-9e096110e925,3,2023-07-02T00:00:00,,78d14668416acfec0e151c82f50b0694ffd78ab200a00decba797bc6e9b62c15
f9b0344a-fe16-4761-a87f-1da589c320c7,577ac190-ef38-439e-995d-376fb4998f02,1,2022-12-14T00:00:00,,20c8530c2ac7c87a86b2cbd3d6d8274f5d2073f3ccd331d1afe9ab299f58c2eb
93d96a30-a937-4383-9bc7-41811a7e0a82,d39a88b7-62bf-4539-8a98-235567a821ce,1,2023-12-02T00:00:00,2024-05-05T23:59:59,7ddc731569fd38bd01631f4a3a34c4a7e8ce2f5dfd61d1395d458b8e7f72bdcf
48bb26bc-d9c1-4d32-9f3a-93c607a517f4,d39a88b7-62bf-4539-8a98-235567a821ce,2,2024-05-06T00:00:00,2024-07-29T23:59:59,06a0c4e6eb3383d033ee5b005c41d3a333bed9b5ebdee896df4e0b6f11c812d4
64f2ae77-224b-45d0-93a4-157167901931,d39a88b7-62bf-4539-8a98-235567a821ce,3,2024-08-03T00:00:00,,f8d491263dbda596c0cf36f7a06e3f37de93a3758dfc10d4c52d202f91d27cfd
939d00da-7bd4-4976-b732-08ab054a0618,f12a6d96-83dc-482a-8241-9f283a39038f,1,2023-02-24T00:00:00,2023-07-30T23:59:59,9e5ac4d599c713e8b42923c685bcdf4c8736736d12ee77cef70941114b7c064b
d42879a8-458b-467c-970e-50605e9678d1,f12a6d96-83dc-482a-8241-9f283a39038f,2,2023-08-01T00:00:00,,b3abafc4fe045c299fb985e0dac975865cb9d83b545ffe04e30b1c3348d4af3b
0cf1aedf-d2c1-4501-be3c-0bb9b52d99d0,c4fd7c78-75f6-4a72-967b-b702c36d00b3,1,2022-09-15T00:00:00,2022-12-24T23:59:59,f59bbbf96dc8c8ff6adc3e2a58e2761a2153390f0fe1a1440b285ef466b81c2c
07577aae-e13e-4796-a6c5-dac12c1576da,c4fd7c78-75f6-4a72-967b-b702c36d00b3,2,2022-12-27T00:00:00,,52eb4f8984ca0d4c809d8ce92946222d7376a1fb0d79a9b6be7ecc3d9419e287
9e92d6b1-bda7-48f2-a8ee-263485522c25,cb4a688f-cae3-4e2f-9620-87dd62cf569b,1,2023-06-19T00:00:00,2024-01-14T23:59:59,a1afde04606d6bd32707ac1d3516331d15ac065e1b8b8247a7ee3946bfce4dfb
973a381e-56c4-4f4f-b8f9-32452ec21d11,cb4a688f-cae3-4e2f-9620-87dd62cf569b,2,2024-01-21T00:00:00,2024-05-20T23:59:59,9f40e8bcb70267f6c3efc4347706e5ba3905319fbf6eb853dd24e21583b3f833
962c1415-1dd7-4bd1-adeb-3e872b2a44c3,cb4a688f-cae3-4e2f-9620-87dd62cf569b,3,2024-05-31T00:00:00,,40d1f4562609603277d491b346549867655e1b279c3204f8138b0cf5b5081b3f
fc40f26d-bdaa-40ab-ad33-a85b997fc18c,f3c3564a-3024-4b09-b236-f25735c1c532,1,2024-01-06T00:00:00,,84555ae6b12a8542c4e489272320e4c056f22602147eb9da3d687905151483f5
29879e1c-eaf1-4dc8-a40a-15b38259977b,31bb476b-497f-43d4-bba7-867e33dacd61,1,2022-05-26T00:00:00,,19e928ef76bf1ed7e438b9592cafd06f463c94981a0afc3d9ce37708bea3eb8a
b892a725-b97d-437f-8248-11525fe921e9,86902384-1fbd-4fcd-ba2f-bc3279a4f199,1,2021-11-30T00:00:00,2022-05-28T23:59:59,027a883beb1bf2eacfe783718d1b5f7958170f100be8459a33a9131ac41cb427
1bfad381-4611-4e41-8b4c-247d5061d9dd,86902384-1fbd-4fcd-ba2f-bc3279a4f199,2,2022-05-31T00:00:00,,191243bd9511415df59022aa8c3b5bd2222b83468e1112f65fba38fcf83ea34a
8879a0cf-4d76-4e91-b0b4-85a97c58f394,6e626193-8b84-4874-8837-7069e9c287d8,1,2023-11-02T00:00:00,,ccc8a0ce21ff1f35acf81c26b689c37c367ca06eff73f76037f7bbd262fb3b8a
eaa23ed3-fb3d-4df2-b9e8-1f248453c3f2,a5aa5e80-d5a5-4fe6-9a74-ec017fc941be,1,2022-07-15T00:00:00,2023-01-04T23:59:59,b4042a1526c036f0f1b5c6d5d5e97637cd5a27de4cc830da09f312d1d8a0baf5
84a35137-19c3-4eca-8663-3d2383c9757e,a5aa5e80-d5a5-4fe6-9a74-ec017fc941be,2,2023-01-10T00:00:00,,39f88a584644b59124720454d1e8c05148015836d399a182c8d8478d592ca41d
a1a9c43f-2026-4c9e-b43c-b203d2ca155c,4a70fdc0-03be-40a4-a9af-36d97485a11c,1,2022-05-30T00:00:00,2022-12-18T23:59:59,a6786f2d69f243d97258bd1c954c840774215b6bc06ec6bf00389acf571638d9
2e9c4a4c-10e4-4ef7-88f6-499cf745a65e,4a70fdc0-03be-40a4-a9af-36d97485a11c,2,2022-12-19T00:00:00,2023-05-13T23:59:59,8904750bf347961e544dedafbe0e6d4fedad8a5215580245b59390ab66776401
893fcf8c-4cf5-4237-8aaf-7e35e2569567,4a70fdc0-03be-40a4-a9af-36d97485a11c,3,2023-05-24T00:00:00,,b99d2c13e7fe63edf715d6a91bf9cac55e3e589a3d4fe9c444c551aeefc8bc3d
e2d6291c-5e2d-4cf0-acff-eac6aaa8e250,e919ae42-74cc-4007-9de3-860597f9b72b,1,2023-02-17T00:00:00,2023-06-28T23:59:59,7bbe1a6c8d50a172d23663a06c5d02f1179fe33b84cf614e8d69ed33c5e322b6
00fd2f00-79eb-4d17-bb7b-3a0ed76918ab,e919ae42-74cc-4007-9de3-860597f9b72b,2,2023-07-05T00:00:00,,3dbf04040d3ecb10aa74edf81548401fdcde73375b0fb288e3bea856a5f77101
629cdf08-1fc3-4317-8ca2-30e7bcdc6c93,21159018-b298-435c-8a45-d406f1c8a466,1,2023-02-14T00:00:00,2023-03-30T23:59:59,51d68f5d61742b49675bc4fb5218ed769ed3e7ff7cd35a1b479d45e9b4fd90dc
3220814e-6307-48a4-96fc-20c90442e34e,21159018-b298-435c-8a45-d406f1c8a466,2,2023-04-03T00:00:00,2023-05-19T23:59:59,d35bb6af83d86489fdeffbf572895891c778889e90b69731fbf0ea1a1e0e8bd5
4821595e-c9d7-4b7a-a71f-bafc424b07d1,21159018-b298-435c-8a45-d406f1c8a466,3,2023-05-23T00:00:00,,65cff140afc24cf82351e4b9436b0df750f6e4fd00b1bd2a79520e8694a71158
82e79540-ff4a-489b-867f-dedbec275644,01a25a8d-6be1-43de-943f-106cccf24565,1,2023-04-17T00:00:00,,bcee119cea308bc0a22667b3a386a1e2980e6d0e70da27fcaded273cab2e3a39
d5f89375-da70-40dc-b06a-f3b03e95fe1e,a3063649-339f-4df5-8342-0200f5ad8509,1,2024-03-30T00:00:00,,d16aa711f2561240033ebf6ec6ef2be9d23a43ae396967ce2ec4dee91bc2dec5
4de8fc75-4a08-471a-b44e-14877ae72c55,a77ef777-9fee-4c6e-9cd7-4ebbfc25f6da,1,2023-12-18T00:00:00,2024-04-18T23:59:59,54676878d1a8c78c4b87fb2c96f01be532c3674df5f5fe44b3ed20224168bdad
a61a066c-72b8-4a71-8cab-b561890bca89,a77ef777-9fee-4c6e-9cd7-4ebbfc25f6da,2,2024-04-28T00:00:00,2024-06-02T23:59:59,a9dee0c12f0d339cd5b6031700c8a4678f339bc200004c212a8503ab8152644f
3507a703-96ac-47e6-a939-cd0a02805498,a77ef777-9fee-4c6e-9cd7-4ebbfc25f6da,3,2024-06-04T00:00:00,,188167352c5504fc1f5069263ff6dcbd2e8bacc104aaf0abc266c55542526bfc
87dcb6d7-9e1a-4372-89c5-12f75b5d43c0,7caf01df-d2a1-4a2e-bc2c-f88a3feb24c7,1,2023-10-30T00:00:00,2024-05-08T23:59:59,91977826498c6c817bb0f124851082daa3de0ee0dc6febe2d322e4e18784ee76
de925546-a8fa-4325-8f4e-ba546d167443,7caf01df-d2a1-4a2e-bc2c-f88a3feb24c7,2,2024-05-13T00:00:00,,6b913602c93b50111ab76768e7797027237bb8f97c726f3cc092e400045ad016
bca98164-7370-4061-a501-381706b1512b,63ee5851-6d14-4e0b-bbb0-eae3fcbca57f,1,2022-12-01T00:00:00,2023-01-30T23:59:59,a0d215ad65281779c798e6aa18c4965973deb8306a1daf57c032f2143734c277
36eb2ab8-599d-4c9e-ab50-f79b6ef185f3,63ee5851-6d14-4e0b-bbb0-eae3fcbca57f,2,2023-02-01T00:00:00,,c23972136e09b04f2d78d5e10ba692be4f0898868975c6e708785a02a73b9555
025a7016-7d02-461d-bcbd-41fc087c3487,fdae0ae8-14b7-40cf-9101-0db979d5b633,1,2022-11-21T00:00:00,2023-03-09T23:59:59,3aaa203d0fdf09b3cbe69b70f5942dfa10d99a6b432dc544c405289d1ffb3a3f
8ab76368-8e7b-4258-82ba-c88f7733aacc,fdae0ae8-14b7-40cf-9101-0db979d5b633,2,2023-03-11T00:00:00,,4554b0d5963e3b53056467992a0d294608bf17c7755ebfb1074d9ca54d996725
e8903b5f-6c1e-4788-aeda-c83542988613,f58785d2-98ed-4fe4-a1ef-3b8dac41c341,1,2023-04-15T00:00:00,2023-11-19T23:59:59,642ffeaad1279d9474eb338520d87ed168a821ccc33bad2f2a94f8574b0a6245
3c0b5d5a-32ee-492d-9d6b-8d9fa3be25e5,f58785d2-98ed-4fe4-a1ef-3b8dac41c341,2,2023-11-24T00:00:00,2024-04-23T23:59:59,2d97198c5e3dd4a749362edb5724324816dfb9f37c4a72cb99aa1bbd132fccdc
7d8914f7-c189-4fe1-aa4c-cb679bd67ab1,f58785d2-98ed-4fe4-a1ef-3b8dac41c341,3,2024-04-26T00:00:00,,9f18ffa2f71d1d8d59da08364a31e8c68cfc7ec76be9c8675b06d229c1c3ca12
140b616e-d1ea-4958-a012-292dfdb775b6,136afe69-efb6-471d-9177-5af8b9019203,1,2022-10-07T00:00:00,,9bfe91c8ae0a0f0caf321c97ecab21e916517d957fc14312297a7560fbeefa5b
e3b78ef1-3972-4510-9715-afaf319e2833,f3419722-9d3e-499d-912d-cb53e204da1b,1,2022-09-21T00:00:00,2022-10-26T23:59:59,b86efc737c13d07e6e453e526bafded193df76318c001c7661275551a982970d
5dbb965c-368c-46f3-8305-5f0563d7bbd9,f3419722-9d3e-499d-912d-cb53e204da1b,2,2022-11-04T00:00:00,2023-02-17T23:59:59,2f4b19461476b10cdc21a59550659b5d788467ff9fa38f985acafe4ba294a41f
07bb1094-1ec9-409e-a2d0-2e66c8258e4e,f3419722-9d3e-499d-912d-cb53e204da1b,3,2023-02-28T00:00:00,,079ee11a4e0da44830f0dc5c12374a26bb484bf46eafcbac06ce442f4462702a
a78ffb06-a2c6-4446-b13d-75a3ac98413b,ca4f39cc-6ee9-4cbc-a8f4-8405bce9bbbb,1,2023-03-21T00:00:00,2023-05-31T23:59:59,6c2e8678f05a65e2d5f460ff2469c24fbd08f3df30b741bedec9486062889c64
a45ffbbe-2cc8-4a11-b2fe-b453d05b34eb,ca4f39cc-6ee9-4cbc-a8f4-8405bce9bbbb,2,2023-06-06T00:00:00,2024-01-18T23:59:59,e324bcaddfef9c18b2ed50e2f064fa1612807bdf41ccd8e4e93d4d49a9b7797f
8959f486-06fa-47fc-a338-63bff6042569,ca4f39cc-6ee9-4cbc-a8f4-8405bce9bbbb,3,2024-01-22T00:00:00,,ad5ad190e40717397880fab7a9380592239851289733c63659000abbf23c7434
a74d0ca3-3fe2-43cc-87c9-a76dd18ebc29,d97fe727-f935-46a9-943b-663c68abe653,1,2023-04-28T00:00:00,2023-11-05T23:59:59,1968c464dd0bc4938830a6e4c37e9baa7a90fcc30b399641fc33bf60cad86d0d
027a699a-f777-4e62-97d2-0742256e8743,d97fe727-f935-46a9-943b-663c68abe653,2,2023-11-09T00:00:00,2024-05-12T23:59:59,e4fd188379b9792445f63ce167df94787376d2d728a37cdcce4f8b8353415afe
8bf6d9a0-bc93-42d5-80b7-0603ab77328f,d97fe727-f935-46a9-943b-663c68abe653,3,2024-05-16T00:00:00,,4e335ade92b6ffb46460cf5974284a9c534a077953697da61f85cb211d077b32
38e62adc-fa23-4032-bb43-dd421c768976,4ac21105-184f-47d9-9e17-4b6e04667af9,1,2022-03-04T00:00:00,2022-10-24T23:59:59,0be716d24a4b6cc887d3438165cab387877c121c047b49c32b60e05648ae495e
f074ca96-a99f-40aa-b782-268fd99aa15b,4ac21105-184f-47d9-9e17-4b6e04667af9,2,2022-10-28T00:00:00,,094028f041653211d0dbb46e0641f778b2c1e7b8d7b3abf029bfe6efdf4fd20d
2cb13744-6a09-4a62-987d-1fa09eeefa10,e0f27b4b-39d2-4689-996b-d239cce8b264,1,2023-04-01T00:00:00,2023-11-03T23:59:59,1173b863c2a47680e75cc30d15859aa9fa876a37374c371e5f2ec5a09378943a
2f3062c0-6aa2-4101-a2e3-a7af28328808,e0f27b4b-39d2-4689-996b-d239cce8b264,2,2023-11-04T00:00:00,,fab68d472a10b8f71d78826b76125523790d7dc2ff4b95ec50e7fb28e38bf458
38f11408-4703-4e39-be71-6882cf8c8fa9,dfe1b90b-a363-4725-aa43-b192a0ff89f6,1,2023-07-09T00:00:00,2023-09-25T23:59:59,65e0115069d122ca9da65891a14d18fdfb72d563a2aa42b4356bbe674e9f13c9
9144dd28-5b73-4395-a7a9-889457a1490c,dfe1b90b-a363-4725-aa43-b192a0ff89f6,2,2023-10-05T00:00:00,,be35dafe75e0b08ee401105b4b9719c42fdb9a65d029da7b872bd8103fad5efb
9a617a98-b107-4ebb-a4f2-5bde0e478c69,eac74673-214c-4666-9aa5-cba5ebedb20f,1,2023-04-08T00:00:00,2023-08-08T23:59:59,1e0305fa30375c2698f2f806b38105582da806544da8c79f08a788a69d11ef46
f916d128-5f85-4f6b-8e67-1d7cdf9d30d2,eac74673-214c-4666-9aa5-cba5ebedb20f,2,2023-08-10T00:00:00,2023-11-03T23:59:59,68d3b9cd27a7a0648622f12d74fd2c1094bcd16ed82d2958827b53aa001cff9c
2d918110-62db-4b39-bda8-405e51565fea,eac74673-214c-4666-9aa5-cba5ebedb20f,3,2023-11-05T00:00:00,,7edfe2b9be8acc7a7cf8caf320d9672ca0a7efc788e246509eecef385f8919fd
4c17e99b-d342-4d34-8b22-bf4906c9a957,907fd616-58e6-4318-a293-655fc436d5fc,1,2023-04-20T00:00:00,,6313dd761d347466b48d7753320375f60e594cfa5ef3f6e0edf7add1fada9e56
a15f7056-b961-443b-a088-e9ecd843bcf0,2c00e348-80f3-4211-adcc-54589484ad5b,1,2022-07-15T00:00:00,2022-08-13T23:59:59,fcc5be4e9fd78a0e92511cfc20b3d9999fa6f67ea7b9fc65515b4facc5e777d3
19897198-e3a7-492b-81c6-333e98cf3b71,2c00e348-80f3-4211-adcc-54589484ad5b,2,2022-08-21T00:00:00,2023-03-05T23:59:59,76b239fe4d6c9d19ca653fff43bb94ce104e2f113135bd7079dd36cf019339e4
7b3b57f6-bb68-45d8-b84d-1957454a5c3f,2c00e348-80f3-4211-adcc-54589484ad5b,3,2023-03-11T00:00:00,,552505afbdc7319a7cb80f4f1601b4af0f25bdfd57e32ad8f093e67b7d1d4aa2
40f76fe2-c19e-450f-8338-f5c04ba6a1ae,07e4372e-4461-4fb4-b954-a22114e97413,1,2021-11-27T00:00:00,,604bc3dc1a4d34009d8799fd5db2367a97cf23c4daf46f3824e75856629003ae
3e5f6a27-cb8d-4b20-9632-6d2586b44cdc,77793ca3-4410-4251-b066-3dfdd72491b7,1,2022-01-19T00:00:00,2022-08-18T23:59:59,b124c3a691f7901907c7c0d58166bcdf69ebd9eb2a97c5e471c3c6b5cee22ed4
6c8e4bd8-53bb-496d-8b70-abba76a6bad5,77793ca3-4410-4251-b066-3dfdd72491b7,2,2022-08-22T00:00:00,,d00f915207e68cfbab91201a604e541ea214aad469f17bbde3c8c9711bacab6c
c7a42db1-3e77-4b65-92c7-307b41e79105,727624c3-d173-4abb-9e5d-355dbc15bacb,1,2022-01-12T00:00:00,2022-07-22T23:59:59,ed452cdbbf3182cdd6062223943e99c615daa6f3859ef5e5d51b448438275541
8e28fa8b-09be-48fd-8b27-06ab0feedb9d,727624c3-d173-4abb-9e5d-355dbc15bacb,2,2022-07-28T00:00:00,,be49f1f7581a5aec5a42a7a81b0b4238c58a0b281c90e024e0a13316ddb50ef1
e7d3a5db-f0db-4885-9e13-77ed3cae7c92,88f00a9a-cff8-4b45-bc5d-ca479a57b70b,1,2023-02-13T00:00:00,2023-09-20T23:59:59,77806ce6dc9774f63b8205280e2ef717bc07e5d957fa16b472360581a83c833e
5d9e9501-5067-41b9-a2ba-9ab045b47c44,88f00a9a-cff8-4b45-bc5d-ca479a57b70b,2,2023-09-22T00:00:00,,d193d11c60532126d77c18eb369c9afdd087ff25ade95f7441dc42bd2f37446d
787195ca-52b6-4098-af93-6a435aad1689,d27e3c41-2996-4995-a9de-45e1c4df4347,1,2023-11-21T00:00:00,,1a716367e8c12367a7f4f52d8ad8582235fa456fc3b5b083ed2db58607e73103
44a3ba03-e7dc-4af6-b7bc-d3044322bc24,140e75f6-d1ab-4d28-b60a-c168b4d772df,1,2022-12-10T00:00:00,2023-08-02T23:59:59,47280b481ace08f796d26978ac425546bcc9639580d1e30a54e2dd6ff3aaebf5
23476f38-7d7d-409d-97e2-09446a835c7f,140e75f6-d1ab-4d28-b60a-c168b4d772df,2,2023-08-13T00:00:00,2023-10-18T23:59:59,6d6e7d123b4841e1ed0e05c1a032e675bf2a4b7d0b02b43acd913dc27ed2b6b7
718a671e-55fd-4b5b-b323-5b109f5a0e9c,140e75f6-d1ab-4d28-b60a-c168b4d772df,3,2023-10-28T00:00:00,,04714cdbf8bf97364c63fb63c70da6292c974504027082710d8d1707cbce08c5
d676685e-3bb9-4717-87b0-09e24c0d4699,0621970b-f046-4acf-83a5-d6c170d9fa9d,1,2023-04-07T00:00:00,2023-06-14T23:59:59,6ec824b4949b379569f57f409e41b40ead64c3cbb5f4fb5659237a3f19698cc6
