study_id,researcher_id,role
53f7b00b-6a66-4d2c-b2ca-4a9e0a221428,435de901-4fbc-461d-a8ac-ebb988f48cdc,PI
53f7b00b-6a66-4d2c-b2ca-4a9e0a221428,1563ac33-767d-4757-ac85-89c78d7f9e9c,coordinator
53f7b00b-6a66-4d2c-b2ca-4a9e0a221428,fc757cd8-5632-4481-94ba-188f4e503c46,RA
53f7b00b-6a66-4d2c-b2ca-4a9e0a221428,690cebe9-71f3-473b-96f3-829b2fa8a8bc,RA
c82c6d3f-62d2-4f64-98f2-32879d2d6850,49ae62a0-eac5-4cc2-80cb-5e4ea0d76e01,PI
c82c6d3f-62d2-4f64-98f2-32879d2d6850,d8f63432-ce42-4737-ba9a-98040e82f2c7,RA
e17ebd82-b061-4f57-9cf0-85e96fa33a3a,7f7ed305-e12d-4e52-9102-89467ffb2a5b,PI
e17ebd82-b061-4f57-9cf0-85e96fa33a3a,49ae62a0-eac5-4cc2-80cb-5e4ea0d76e01,coordinator
e17ebd82-b061-4f57-9cf0-85e96fa33a3a,1482255d-60aa-4d2a-a213-0cec6933dd90,coordinator
e17ebd82-b061-4f57-9cf0-85e96fa33a3a,1e4d23f8-42fd-44dc-a06e-92c7b59bf7bd,RA
e17ebd82-b061-4f57-9cf0-85e96fa33a3a,f721b2f9-ed8b-4fcf-b79d-8e92e2aa3484,RA
dcca5962-4348-4d4d-82da-8fa8dafb29dd,841c9523-8594-4d99-b28a-792a921c8fe6,PI
dcca5962-4348-4d4d-82da-8fa8dafb29dd,2d9e06c1-39bc-4ac2-acd1-c65ea6090a2d,RA
169bbd38-bcbc-46b6-9a71-13ec0a3542d3,e7411687-a73a-4e64-9404-5729bdfcb9b5,PI
169bbd38-bcbc-46b6-9a71-13ec0a3542d3,271206ef-1518-4011-9bc6-9b856bbbf6dd,coordinator
169bbd38-bcbc-46b6-9a71-13ec0a3542d3,9a34386d-0fea-4708-bada-cdae769fb842,RA
ac1d1c5d-22a9-42da-81fc-e6096f54c5cf,26386aba-24b4-42ec-b945-a9ad1dd7856f,PI
ac1d1c5d-22a9-42da-81fc-e6096f54c5cf,7fc2760c-da5a-45c9-bb41-45229f7c1dfd,coordinator
ac1d1c5d-22a9-42da-81fc-e6096f54c5cf,476b7b62-f964-4f83-81e5-fcf329df3fdd,RA
00e8bcd2-7c67-43b7-9a42-db2b8e182d12,b9117599-01f4-4f87-9a66-81fb20b01dde,PI
00e8bcd2-7c67-43b7-9a42-db2b8e182d12,4a4f1a0e-a39b-492a-b8d2-c0f4bf59d136,RA
00e8bcd2-7c67-43b7-9a42-db2b8e182d12,e2aa0283-db05-4c71-8c6a-4e53aa083621,RA
00e8bcd2-7c67-43b7-9a42-db2b8e182d12,e7d8ef45-962e-43b8-848b-2d9bce45e084,RA
b8a680d9-06b4-4656-8a35-218312ebbf32,f4bb90c5-8c85-4d4f-810c-1df5b5229368,PI
b8a680d9-06b4-4656-8a35-218312ebbf32,c3f7ae43-2a78-4e6e-ae1d-a5f8f7d96826,coordinator
b8a680d9-06b4-4656-8a35-218312ebbf32,44540ea9-e8e3-4f1e-9476-8d179dbcfae6,coordinator
b8a680d9-06b4-4656-8a35-218312ebbf32,6a283efb-0f53-4157-a7f5-77dab4949fca,RA
b8a680d9-06b4-4656-8a35-218312ebbf32,bd883788-fa6f-4164-86dc-3a22902b56b5,RA
b8a680d9-06b4-4656-8a35-218312ebbf32,98e442c3-b176-4b74-b0e8-b30a26e35f8e,RA
eb2769ee-e502-4a1e-aa9b-51d694ab1c3c,b5f38e41-b068-470f-8b87-15eff4036eff,PI
eb2769ee-e502-4a1e-aa9b-51d694ab1c3c,d7e753bc-0d25-405b-8665-33694a4798e6,coordinator
eb2769ee-e502-4a1e-aa9b-51d694ab1c3c,6bc2a302-3219-44bc-a22b-68d6b2aa7d8a,RA
eb2769ee-e502-4a1e-aa9b-51d694ab1c3c,1e9d2b10-a2fa-4b90-afa5-79624e6d1bc5,RA
eb2769ee-e502-4a1e-aa9b-51d694ab1c3c,e70ffa30-8c98-4a18-9c64-2a6e8faeabb3,RA
a5ed3ef9-dcb6-43df-8387-a10e33829def,f963daeb-ad55-4098-860a-867a4f963766,PI
a5ed3ef9-dcb6-43df-8387-a10e33829def,24d0ebed-7a32-4baf-9ab6-dea6c7e218ca,coordinator
a5ed3ef9-dcb6-43df-8387-a10e33829def,39802884-d473-48dc-b120-2c7c64cacd4f,RA
a5ed3ef9-dcb6-43df-8387-a10e33829def,170df222-0af1-4651-8536-8d724a626207,RA
75421f74-6ed8-4252-b9f4-2c172f6670fa,b4b17111-dd26-4b13-8023-b95fac186c90,PI
75421f74-6ed8-4252-b9f4-2c172f6670fa,3a3665f9-70a4-4af5-a03e-600e29fb1d80,RA
75421f74-6ed8-4252-b9f4-2c172f6670fa,63b4b3ae-6490-464f-b72e-0201d2e50973,RA
75421f74-6ed8-4252-b9f4-2c172f6670fa,6d2e1179-edfb-42b5-87ce-d31316b1278a,RA
0f076e2d-d7bd-433c-b882-6dac955820a8,dbe5bd01-5c53-4d44-9274-b138f8522400,PI
0f076e2d-d7bd-433c-b882-6dac955820a8,26ef2775-b97e-4fc9-91a9-4cc78392243e,coordinator
0f076e2d-d7bd-433c-b882-6dac955820a8,b87b11d2-7841-41c2-b1f2-4d09fce41d9e,RA
0f076e2d-d7bd-433c-b882-6dac955820a8,2e32e5dc-51b5-4eec-8b5d-afb8e5709139,RA
8bc298af-6599-4c6a-bf87-e9b064cd273b,afe5e80f-2aee-4223-8e91-93141fe43028,PI
8bc298af-6599-4c6a-bf87-e9b064cd273b,b87b11d2-7841-41c2-b1f2-4d09fce41d9e,RA
8bc298af-6599-4c6a-bf87-e9b064cd273b,d10b975e-b653-496a-a804-7eb138f8b2ea,RA
8bc298af-6599-4c6a-bf87-e9b064cd273b,dbe5bd01-5c53-4d44-9274-b138f8522400,RA
341832d6-cebe-4326-b3b3-0ce1c90f0baf,95f8af8f-75a0-410c-854d-2db476c623ce,PI
341832d6-cebe-4326-b3b3-0ce1c90f0baf,4fb0378b-9e1e-4389-80fe-11addebc09a3,RA
341832d6-cebe-4326-b3b3-0ce1c90f0baf,a48f03c9-f873-47ae-b5c9-5412064c8caf,RA
341832d6-cebe-4326-b3b3-0ce1c90f0baf,68bceef8-1117-473a-a0f8-83b988702be5,RA
23808929-c0cd-42e6-81d1-75c76f5efb52,d10b975e-b653-496a-a804-7eb138f8b2ea,PI
23808929-c0cd-42e6-81d1-75c76f5efb52,f4bb90c5-8c85-4d4f-810c-1df5b5229368,coordinator
23808929-c0cd-42e6-81d1-75c76f5efb52,b87b11d2-7841-41c2-b1f2-4d09fce41d9e,RA
23808929-c0cd-42e6-81d1-75c76f5efb52,e7f00b29-c7fc-4ced-a83b-63d7fc36f72f,RA
e9f4e649-ffa3-4230-af4d-8f3cd7e5289f,d531ec05-3674-420f-b5cd-0d60bd426e88,PI
e9f4e649-ffa3-4230-af4d-8f3cd7e5289f,45fb6858-8a0f-4b6a-9e71-59a36b179dd2,RA
2ee8da16-8cf8-401b-96c4-c76797c3731a,81aee80c-6c79-4a98-92cd-cd9335378955,PI
2ee8da16-8cf8-401b-96c4-c76797c3731a,6f02e2f3-5bad-4e6e-9087-7d6cbaaf11ae,coordinator
2ee8da16-8cf8-401b-96c4-c76797c3731a,82f8b37e-2b37-4d57-8ebd-5ec0215230c3,RA
2ee8da16-8cf8-401b-96c4-c76797c3731a,7f063f77-8edb-44c5-8e04-7a68544eb1e9,RA
6b39e2fd-eca4-4a84-b3c2-456c7e5e1990,82490283-de58-4da4-b6b2-de05976ffd16,PI
6b39e2fd-eca4-4a84-b3c2-456c7e5e1990,cfc399a2-bdd6-4986-869b-57fdb1d0d99f,coordinator
6b39e2fd-eca4-4a84-b3c2-456c7e5e1990,12752ae2-6a9e-4852-b743-aecebfe008d9,RA
6b39e2fd-eca4-4a84-b3c2-456c7e5e1990,c39937f7-952c-4265-bf9b-6367f02d3414,RA
d74ada4d-0a45-47ec-a3be-90ed6f8668a3,96e88716-3d5c-4006-a22f-a1568cf06fc8,PI
d74ada4d-0a45-47ec-a3be-90ed6f8668a3,49ae62a0-eac5-4cc2-80cb-5e4ea0d76e01,coordinator
d74ada4d-0a45-47ec-a3be-90ed6f8668a3,edf1e52c-ca1d-4de1-b914-50ef5ddcb78f,coordinator
d74ada4d-0a45-47ec-a3be-90ed6f8668a3,3a3665f9-70a4-4af5-a03e-600e29fb1d80,RA
26a2b124-9453-4a97-aa02-eda0e513f24e,0d35ba67-f311-4d2e-9ffa-f46fa88b5f8c,PI
26a2b124-9453-4a97-aa02-eda0e513f24e,3031849f-1103-4115-8bc9-d0d3fadbee51,RA
15b1b485-cae3-44a9-bce9-4fde0bc4e41f,f562de5c-a192-42af-b8ab-6a1218581aa9,PI
15b1b485-cae3-44a9-bce9-4fde0bc4e41f,b59b85d0-8334-4cf2-9d26-71e8fe647e9b,RA
15b1b485-cae3-44a9-bce9-4fde0bc4e41f,68812d6d-1412-4c17-863a-cc06f830cb34,RA
15b1b485-cae3-44a9-bce9-4fde0bc4e41f,b9117599-01f4-4f87-9a66-81fb20b01dde,RA
26db4c24-ee7d-4ef9-8e63-d8aae8df3b62,3e2dd858-5ca7-4b7c-bfd1-a59571cea958,PI
26db4c24-ee7d-4ef9-8e63-d8aae8df3b62,00247812-04d3-4591-99cb-a2099335557a,RA
26db4c24-ee7d-4ef9-8e63-d8aae8df3b62,7b45ce35-6ecb-43a2-a66a-353c19ee4b45,RA
26df7b54-db42-4841-94bd-dbb0fa697dfb,c5eb33b5-1501-4298-be36-9667f63afd5d,PI
26df7b54-db42-4841-94bd-dbb0fa697dfb,6a283efb-0f53-4157-a7f5-77dab4949fca,coordinator
26df7b54-db42-4841-94bd-dbb0fa697dfb,fbcc89da-23d6-4093-b8b8-9498a947c59d,coordinator
26df7b54-db42-4841-94bd-dbb0fa697dfb,9ac0fd01-4930-4e5b-b1d3-f7852c75ceee,RA
26df7b54-db42-4841-94bd-dbb0fa697dfb,6405f515-ad46-4c85-b529-9bc26b0cee28,RA
3a5b9651-bbd1-4612-b429-b43eb55bd348,12752ae2-6a9e-4852-b743-aecebfe008d9,PI
3a5b9651-bbd1-4612-b429-b43eb55bd348,a2fc4f1d-53e2-4653-a861-63e5efdfaef9,RA
cf82f2b4-95bb-4751-b0ca-a0678eb18bcd,b0280a69-0c3c-4f51-8204-528ea58d9fda,PI
cf82f2b4-95bb-4751-b0ca-a0678eb18bcd,49374ab8-e60b-431b-bb7b-def85aa0f5d4,coordinator
cf82f2b4-95bb-4751-b0ca-a0678eb18bcd,3c25e976-37a1-4c3d-bd8f-6beb362b6446,coordinator
cf82f2b4-95bb-4751-b0ca-a0678eb18bcd,9ac0fd01-4930-4e5b-b1d3-f7852c75ceee,RA
cf82f2b4-95bb-4751-b0ca-a0678eb18bcd,f82e50aa-a567-409a-9181-d8935117e4c4,RA
f2471b00-40e3-401e-b77f-580c4e3f383b,b5f38e41-b068-470f-8b87-15eff4036eff,PI
f2471b00-40e3-401e-b77f-580c4e3f383b,dcfbd7a6-0126-469b-94e4-235493b8ae39,RA
f2471b00-40e3-401e-b77f-580c4e3f383b,7f7ed305-e12d-4e52-9102-89467ffb2a5b,RA
ea3581c0-643e-4076-a9d9-ca71f87a6a5d,a973d45e-09a0-411f-bea5-628f37b220d0,PI
ea3581c0-643e-4076-a9d9-ca71f87a6a5d,63ad93fb-96a4-423d-b7c0-588407dc6b93,coordinator
ea3581c0-643e-4076-a9d9-ca71f87a6a5d,769d30e4-9758-4872-9d54-f264680abce6,RA
ea3581c0-643e-4076-a9d9-ca71f87a6a5d,1482255d-60aa-4d2a-a213-0cec6933dd90,RA
ea3581c0-643e-4076-a9d9-ca71f87a6a5d,9cfdd191-7198-4aa1-9ca6-f955006f9325,RA
21ef6768-1c95-43fb-bc5d-a8eaa25ab1ef,0dd93132-9421-427c-ad2d-3d056e6a6e83,PI
21ef6768-1c95-43fb-bc5d-a8eaa25ab1ef,101adced-a8e7-4ec9-ac72-420fc396c474,RA
3b161246-378e-4f58-8c3b-d3285a567227,f4bb90c5-8c85-4d4f-810c-1df5b5229368,PI
3b161246-378e-4f58-8c3b-d3285a567227,56b6bfdc-c635-4eb7-ab24-5a2e876a8915,coordinator
3b161246-378e-4f58-8c3b-d3285a567227,17acfefd-fc3c-489a-8b6e-5aed9d0469bc,RA
4a0b453d-858a-40bb-a24b-ce0a254f58ff,1b88a58b-0602-4779-983e-bd380e0d00f5,PI
4a0b453d-858a-40bb-a24b-ce0a254f58ff,4f7c7214-62f1-412e-9738-14b4c33d2108,coordinator
4a0b453d-858a-40bb-a24b-ce0a254f58ff,a693a12c-e817-49b1-93b6-367217c922ea,RA
f11df9cc-e583-4caf-8b38-5dac6df97ea4,5649506f-ef04-414c-b0a6-637e6124d5bc,PI
f11df9cc-e583-4caf-8b38-5dac6df97ea4,c8553614-2886-407f-92ee-1e32c919054a,RA
f11df9cc-e583-4caf-8b38-5dac6df97ea4,093aed49-c999-41f3-9959-1710ccf2dc86,RA
22b70a6c-5a39-4fd5-89b0-1941a6419d37,0d35ba67-f311-4d2e-9ffa-f46fa88b5f8c,PI
22b70a6c-5a39-4fd5-89b0-1941a6419d37,360171c3-b413-425b-aee4-d7696b1ee28f,RA
22b70a6c-5a39-4fd5-89b0-1941a6419d37,fa38a236-3bdb-4f89-b122-de593530a720,RA
22b70a6c-5a39-4fd5-89b0-1941a6419d37,746a7b8e-3539-4e7b-b5b8-66e6171aa6db,RA
f5e0b81b-996d-43c0-beb9-3a07390217e0,45b1f8ca-4fd5-4562-8d58-6565309a8aee,PI
f5e0b81b-996d-43c0-beb9-3a07390217e0,189de992-9b56-4315-a21a-0bf05b2708ed,coordinator
f5e0b81b-996d-43c0-beb9-3a07390217e0,397f5400-aa43-4548-9507-b27c9b0c0f13,RA
f5e0b81b-996d-43c0-beb9-3a07390217e0,7ec6bc70-7115-46b5-a057-2b85dd6ebc23,RA
04729c2a-7d04-4577-ae8f-03e344f49324,6bb7a806-4554-4592-86e9-9cde851ff0bd,PI
04729c2a-7d04-4577-ae8f-03e344f49324,2efb00b8-3412-4624-800e-4bce16cdcd43,RA
04729c2a-7d04-4577-ae8f-03e344f49324,846ae15e-de94-4858-993f-811832702b26,RA
4bf7cc17-aea9-450e-b9eb-a68dfb756ac2,88d72e93-ee8a-449c-b3fd-891da8e2ec94,PI
4bf7cc17-aea9-450e-b9eb-a68dfb756ac2,93795c07-4672-4ee2-94fb-726e79a018ad,RA
4bf7cc17-aea9-450e-b9eb-a68dfb756ac2,1cdd3b46-25a9-4f53-81de-6ff001f4097a,RA
39db5e03-d5c7-459b-a95d-fc9b451dfc13,29bf7211-d374-440a-ba24-c2cb35ce1d9f,PI
39db5e03-d5c7-459b-a95d-fc9b451dfc13,bac2cfe9-eeb5-4612-a66a-5f23016e1107,RA
39db5e03-d5c7-459b-a95d-fc9b451dfc13,eb62c296-f13c-40ad-a6f1-3e9e183b8898,RA
39db5e03-d5c7-459b-a95d-fc9b451dfc13,f8e5ad3a-159f-4105-bf03-107e8c324515,RA
b0e6f6c3-f009-4937-80e8-6641ef98babc,566ca40f-0f88-483f-834b-60c3d28ebc3c,PI
b0e6f6c3-f009-4937-80e8-6641ef98babc,b34c4c43-a700-4579-a6bf-0e1abdad5fc3,coordinator
b0e6f6c3-f009-4937-80e8-6641ef98babc,3c25e976-37a1-4c3d-bd8f-6beb362b6446,coordinator
b0e6f6c3-f009-4937-80e8-6641ef98babc,151475f8-f354-404c-867a-310f73755a84,RA
1e691906-7b67-4075-aad2-6841abd4056a,f7c353b3-02ee-43a8-9dca-dcd67c88bc22,PI
1e691906-7b67-4075-aad2-6841abd4056a,71ca709e-5a8e-4be6-a557-4ee73023c0c5,RA
1e691906-7b67-4075-aad2-6841abd4056a,ccca42d0-0252-4a4e-9197-c1473cc22a18,RA
1450158e-0ebd-4140-9113-ec8939170f36,3e2dd858-5ca7-4b7c-bfd1-a59571cea958,PI
1450158e-0ebd-4140-9113-ec8939170f36,eae16360-d687-4d18-aa3c-49a567156646,RA
60635d12-eb2b-4a45-89a1-f0f56b65a0f0,ed2c1d4b-382b-4a2b-8ee8-402f9e274fb8,PI
60635d12-eb2b-4a45-89a1-f0f56b65a0f0,828e82a2-3ef6-4aa0-b20f-b3f3a9f6bca1,coordinator
60635d12-eb2b-4a45-89a1-f0f56b65a0f0,f3720ce0-dde1-470c-bcd2-7cfcf4fa2b5d,RA
60635d12-eb2b-4a45-89a1-f0f56b65a0f0,37e88a90-02f1-4d87-ba19-26f8958a059e,RA
60635d12-eb2b-4a45-89a1-f0f56b65a0f0,a30d90d0-aeac-49ab-b246-c057b2cb2308,RA
1305a888-e616-48c6-bab7-f72e8eef7e8d,30f38203-2373-4f1a-94f9-1fc7cda9a3ea,PI
1305a888-e616-48c6-bab7-f72e8eef7e8d,7f063f77-8edb-44c5-8e04-7a68544eb1e9,coordinator
1305a888-e616-48c6-bab7-f72e8eef7e8d,63225fe2-f337-4026-82ea-e5d9119bd39b,coordinator
1305a888-e616-48c6-bab7-f72e8eef7e8d,554a81ee-9c15-4a4e-b7dc-2c6ce12b7b07,RA
20566d54-d639-4a20-b6ae-5fcb746850e1,df622190-b05f-4706-ba34-a122346cea8d,PI
20566d54-d639-4a20-b6ae-5fcb746850e1,c101b37b-6dde-4696-8178-49a84ee4edf5,coordinator
20566d54-d639-4a20-b6ae-5fcb746850e1,409be601-4397-4f04-8530-d954e2801d4c,RA
20566d54-d639-4a20-b6ae-5fcb746850e1,170df222-0af1-4651-8536-8d724a626207,RA
20566d54-d639-4a20-b6ae-5fcb746850e1,c99953e0-3c17-4d0d-a370-c62711c31fa3,RA
f31542af-47ee-418f-bbb9-d29b8ddf8b09,b14f9b04-503d-4d00-b748-a10ac1757356,PI
f31542af-47ee-418f-bbb9-d29b8ddf8b09,68bceef8-1117-473a-a0f8-83b988702be5,RA
f31542af-47ee-418f-bbb9-d29b8ddf8b09,cb1439d1-3d22-4a8f-aa28-179a2fd4bf98,RA
f31542af-47ee-418f-bbb9-d29b8ddf8b09,f8b353d7-56dc-4772-b7ff-408cb6c665e5,RA
af00e3c2-cd49-4f87-a61c-69a34cb37490,ef258ed6-2196-40bb-8766-4ced7e97f84e,PI
af00e3c2-cd49-4f87-a61c-69a34cb37490,79c5892e-a944-40f1-bf26-d53ab7a51f46,RA
bdff233b-d0fb-4694-a0d0-8c015d76d820,97f6a81d-cbc9-4036-8f67-fd5d63b6bccb,PI
bdff233b-d0fb-4694-a0d0-8c015d76d820,c7831333-a1d7-40e4-90fe-7a3b889ebb87,RA
bdff233b-d0fb-4694-a0d0-8c015d76d820,ca6f9540-0603-4fed-83df-52f34cdd1865,RA
f07baa95-fc99-4952-9599-92affab3a785,32e52043-45a3-4964-af05-d7877056214d,PI
f07baa95-fc99-4952-9599-92affab3a785,a7c34913-40ca-4770-a121-67aebff33ed9,RA
f07baa95-fc99-4952-9599-92affab3a785,9b309a57-7173-4dfb-852d-9d1ade4a703d,RA
b4ce3826-7a37-43f7-ba81-4014382eeda7,26ef2775-b97e-4fc9-91a9-4cc78392243e,PI
b4ce3826-7a37-43f7-ba81-4014382eeda7,a3f7dcb3-e9ae-4187-88ae-a41f72ac7f9d,RA
cabf98e2-e32d-49d1-b87e-93f97f47e232,0e81344d-2b85-4ad4-bfc6-4f9dae858b1f,PI
cabf98e2-e32d-49d1-b87e-93f97f47e232,5fdaaa44-f416-4a8b-8e39-bfab7d24344a,RA
cabf98e2-e32d-49d1-b87e-93f97f47e232,1acf4bfb-e8ad-4727-9da8-ca176fb87020,RA
cabf98e2-e32d-49d1-b87e-93f97f47e232,2d976172-76c2-4f4c-b034-5cfa05a26da1,RA
11199072-22f4-4c0b-92e4-1b2af0b7e0f4,49374ab8-e60b-431b-bb7b-def85aa0f5d4,PI
11199072-22f4-4c0b-92e4-1b2af0b7e0f4,501c9d2a-3d89-49c5-bd6f-1d818ca0c1b3,RA
11199072-22f4-4c0b-92e4-1b2af0b7e0f4,0cb8b651-1a66-4347-a79f-48762774be2a,RA
